,artist,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Album_Name
94,The Beatles,Polythene Pam - Take 27,1x4O1rJd1Yz1z6ozW5nK97,0.479,0.708,0,-12.094,1,0.0871,0.0252,0.371,0.518,165.489,99160,4,Abbey Road (Super Deluxe Edition)
95,The Beatles,She Came In Through The Bathroom Window - Take 27,00nQV5fxvY0Gg9wKbuD3Uk,0.594,0.681,2,-10.971,1,0.0286,0.00128,0.1,0.858,79.384,126080,4,Abbey Road (Super Deluxe Edition)
96,The Beatles,Because - Take 1 / Instrumental,1p5uLmWgLUh7vWjPwOwLac,0.328,0.381,9,-17.94,1,0.0745,0.191,0.0799,0.2,165.109,187520,4,Abbey Road (Super Deluxe Edition)
97,The Beatles,"The Long One - Comprising of ‘You Never Give Me Your Money’, ’Sun King’/’Mean Mr Mustard’, ‘Her Majesty’, ‘Polythene Pam’/’She Came In Through The Bathroom Window’, ’Golden Slumbers’/ ’Carry That Weight’, ’The End’",7e5QyScdgY4UFu3eYgy71w,0.403,0.425,0,-11.09,1,0.0405,0.00839,0.0788,0.243,84.037,970467,4,Abbey Road (Super Deluxe Edition)
98,The Beatles,Something - Take 39 / Instrumental / Strings Only,7kGfipuAU4F7t5cJUsjAmX,0.0959,0.229,7,-14.741,1,0.0388,0.942,0.0715,0.0677,74.502,161720,1,Abbey Road (Super Deluxe Edition)
99,The Beatles,Golden Slumbers / Carry That Weight - Take 17 / Instrumental / Strings & Brass Only,2XNU2CkuFyVzRKyZu35zxV,0.178,0.218,0,-9.474,1,0.0336,0.768,0.101,0.15,83.482,197267,4,Abbey Road (Super Deluxe Edition)
100,The Beatles,Back In The U.S.S.R. - 2018 Mix,183Klch3PBWLz2S6zNUVxR,0.51,0.893,9,-9.267,1,0.0342,5.85E-05,0.201,0.934,142.657,163467,4,The Beatles
101,The Beatles,Dear Prudence - 2018 Mix,21pC0RPgkThjHlwpmCtxGb,0.395,0.538,2,-10.3,1,0.0456,0.000453,0.0685,0.369,150.785,234973,4,The Beatles
102,The Beatles,Glass Onion - 2018 Mix,0bYmYFbEAADKAlHdJqZ1gL,0.529,0.555,7,-8.839,0,0.0508,0.003,0.093,0.615,120.356,137707,4,The Beatles
103,The Beatles,"Ob-La-Di, Ob-La-Da - 2018 Mix",02FJNRUlB28e1F0R9uP2s1,0.803,0.776,10,-7.561,1,0.0333,0.00471,0.222,0.969,113.193,188813,4,The Beatles
104,The Beatles,Wild Honey Pie - 2018 Mix,76YBf6AwWhPG62H2LZftFQ,0.749,0.689,9,-10.883,0,0.0346,0.759,0.796,0.299,89.897,53000,4,The Beatles
105,The Beatles,The Continuing Story Of Bungalow Bill - 2018 Mix,7KXaC0HCD4VoIZOzWfdirZ,0.659,0.56,0,-9.561,1,0.0648,0,0.683,0.738,114.796,194187,4,The Beatles
106,The Beatles,While My Guitar Gently Weeps - 2018 Mix,0ZqSsO2xoVvcrhpiRuqCmt,0.421,0.668,2,-9.234,1,0.0364,0.0172,0.307,0.635,115.124,285280,4,The Beatles
107,The Beatles,Happiness Is A Warm Gun - 2018 Mix,3z2ngCk1Us5E0DtNGczXwJ,0.461,0.534,9,-9.912,0,0.0592,5.63E-06,0.107,0.459,138.935,164520,4,The Beatles
108,The Beatles,Martha My Dear - 2018 Mix,4BtpBz9IIamSuYJ26Qoi8G,0.641,0.328,10,-10.709,1,0.0313,7.77E-05,0.157,0.858,89.212,148480,4,The Beatles
109,The Beatles,I'm So Tired - 2018 Mix,52efrg776bHRucNKHRWwkE,0.44,0.485,9,-10.989,1,0.28,1.11E-05,0.508,0.717,69.925,123400,4,The Beatles
110,The Beatles,Blackbird - 2018 Mix,2oMVSmJx1l2FVXjVbx5DTc,0.649,0.123,7,-15.657,1,0.0396,3.14E-06,0.0627,0.358,93.82,138360,4,The Beatles
111,The Beatles,Piggies - 2018 Mix,1koFbbNy8BJvG63B0ExZEQ,0.527,0.471,8,-9.901,1,0.0314,0,0.0981,0.571,92.583,124307,4,The Beatles
112,The Beatles,Rocky Raccoon - 2018 Mix,2MdBcgXwYcuXN3ekvhehN0,0.543,0.429,7,-10.249,1,0.0397,0,0.25,0.638,78.943,213080,4,The Beatles
113,The Beatles,Don't Pass Me By - 2018 Mix,55scbyvCEL0prcaDKYqiRG,0.598,0.58,0,-8.082,1,0.0262,1.07E-06,0.248,0.961,84.995,230307,4,The Beatles
114,The Beatles,Why Don't We Do It In The Road? - 2018 Mix,6CD4ZmCgYyiECTOWjm5LqC,0.532,0.524,7,-8.057,1,0.0545,8.68E-06,0.0601,0.845,188.181,101733,4,The Beatles
115,The Beatles,I Will - 2018 Mix,5ZgypEwT8Mayum8GKG1KlG,0.621,0.348,5,-12.808,1,0.0251,0.000294,0.0899,0.9,103.123,105787,4,The Beatles
116,The Beatles,Julia - 2018 Mix,2fS3WRUilBxRoFMk3HVaoW,0.399,0.091,2,-15.499,1,0.0314,0.000105,0.106,0.185,134.702,176133,4,The Beatles
117,The Beatles,Birthday - 2018 Mix,1LT1LaG2hOR8VB2zzMcDjL,0.587,0.662,2,-8.056,1,0.0398,0.165,0.194,0.964,139.374,161987,4,The Beatles
118,The Beatles,Yer Blues - 2018 Mix,6s16hVzIWDpv8w4BMCaZdw,0.328,0.608,4,-9.17,1,0.0467,0.216,0.0948,0.48,104.258,241000,4,The Beatles
119,The Beatles,Mother Nature's Son - 2018 Mix,07SnYttUopjIFHnc1hZIMc,0.564,0.197,2,-16.103,1,0.0255,0.208,0.271,0.473,84.761,167827,4,The Beatles
120,The Beatles,Everybody's Got Something To Hide Except Me And My Monkey - 2018 Mix,4pBM26oKtRWYK2UbYD4OlJ,0.503,0.775,2,-6.719,1,0.0683,5.31E-05,0.0554,0.738,117.153,144653,4,The Beatles
121,The Beatles,Sexy Sadie - 2018 Mix,6jQYMZNNNFOljhzo65MBL3,0.483,0.546,7,-9.039,1,0.0299,0.00113,0.198,0.732,149.62,195427,4,The Beatles
122,The Beatles,Helter Skelter - 2018 Mix,0gPVEAjbO8oQyCEVE6oudx,0.22,0.884,4,-7.21,1,0.0913,0.141,0.828,0.248,167.748,269773,4,The Beatles
123,The Beatles,"Long, Long, Long - 2018 Mix",4eQVJHK0O5LctXPzsRj9LI,0.337,0.23,5,-11.589,1,0.0282,0.139,0.103,0.106,104.767,186427,4,The Beatles
124,The Beatles,Revolution 1 - 2018 Mix,7sfE6KbRUzH2VBOeDGUsie,0.37,0.674,9,-8.39,1,0.0411,0.000296,0.427,0.583,98.997,255653,4,The Beatles
125,The Beatles,Honey Pie - 2018 Mix,4zLY4SsBmfFo3gsk6GCjUM,0.592,0.357,7,-11.976,1,0.0622,4.96E-05,0.136,0.489,144.06,161160,4,The Beatles
126,The Beatles,Savoy Truffle - 2018 Mix,2pymXFmRFGQ5b0ZXYRdxjn,0.63,0.616,11,-7.972,0,0.0504,0.00962,0.0792,0.912,120.922,174440,3,The Beatles
127,The Beatles,Cry Baby Cry - 2018 Mix,32RwqKbqyzi7NJ11NBbOlN,0.481,0.475,0,-11.762,1,0.0264,0.0209,0.196,0.489,76.795,181867,4,The Beatles
