ac,name
16225,"['musicology' 'musicology as discipline' 'ecomusicology' 'ecology'
 'soundscape' 'soundscape studies' 'environment' 'sound art'
 'environmental sound art' 'acoustic ecology' 'ethnomusicology'
 'ethnomusicology as discipline' 'archaeology' 'archaeomusicology'
 'science' 'zoology' 'zoomusicology' 'biology' 'biomusicology'
 'climate change' 'environmental crisis' 'sustainability']"
16344,"['Argentina' 'pedagogy' 'role of Fundación para la Educación Musical'
 'foundations' 'Fundación para la Educación Musical' 'pedagogues'
 'Espinosa, S.' 'Malbrán, S.' 'Furnó, S.' 'pedagogy--by place' 'ecology'
 'acoustic ecology' 'acoustic ecology as discipline' 'periodicals'
 '<Notas...al margen del pentagrama>' 'cultural policies']"
16413,"['philosophy' 'truth' 'cultural studies' 'China' 'cultural ecology'
 'culture' 'ecology']"
16414,"['philosophy' 'truth' 'cultural studies' 'China' 'cultural ecology'
 'culture' 'ecology']"
16449,"['noise' 'noise music' 'composition' 'sound composition' 'ecology'
 'acoustic ecology']"
16477,"['ethnomusicology' 'ethnomusicology as discipline' 'rural music' 'ecology'
 'cultural studies']"
16486,"['Schafer, R. Murray' 'life' 'World Soundscape Project' 'Guattari, Félix'
 'writings' 'ecosophy' 'ecology' 'sound ecology' 'space' 'listening'
 'time' 'philosophy' 'soundscape' 'soundscape studies']"
16624,"['United Kingdom--England' 'culture' 'aural dimension' 'ca. 1600'
 'anthropology' 'archaeology' 'acoustic archaeology'
 'Smith <The acoustic world of early modern England>' 'ecology'
 'acoustic ecology' 'application to history']"
16768,"['Rzewski, Frederic' 'works' 'relation to politics' '1968 to present'
 'politics' 'antiquity' 'Greece' 'aesthetics' 'relation to Rzewski'
 'Marx, Karl' 'Eisler, Hanns' 'time' 'Western music'
 'history and development' 'avant-garde' '1945 to present' 'ecology']"
16923,"['ethnomusicology' 'ethnomusicology as discipline' 'ecomusicology'
 'collaborative and interdisciplinary aspects' 'ecology'
 'research approaches']"
16926,"['ethnomusicology' 'research tools and techniques'
 'relation to ecomusicology' 'ecology' 'ecomusicology'
 'relation to sociology' 'class, race, and gender' 'environment'
 'environmental justice' 'sociology' 'social inequity and injustice']"
16927,"['anecdotes, reminiscences, etc.' 'Allen, Aaron S.'
 'on ecomusicology and university music departments' 'musicologists'
 'ecology' 'ecomusicology' 'interdisciplinary aspects'
 'relation to university music departments']"
16951,"['transportation' 'transportation studies' 'eco-friendly travel' 'ecology'
 'travel']"
17065,['ecology' 'acoustic ecology' 'soundscapes']
17308,"['ethnomusicology' 'ethnomusicology as discipline'
 'relation to environmentalism' 'Pedelty, Mark' 'writings'
 'on environmentalism' 'Feisst, Sabine' 'ethnomusicologists' 'ecology'
 'sound art' 'concept of eco-logical musicking' 'Smallwood, Scott'
 'works, sound art' 'relation to eco-logical musicking' 'Branchi, Walter']"
17490,"['philosophy' 'virtuality' 'sonic virtuality' 'acoustics'
 'psychoacoustics' 'ecology' 'acoustic ecology' 'perception'
 'auditory perception' 'psychophysics' 'psychology of music'
 'music cognition' 'computer applications' 'computer games' 'sound design'
 'aesthetics']"
17493,"['philosophy' 'virtuality' 'sonic virtuality' 'acoustics'
 'psychoacoustics' 'ecology' 'acoustic ecology' 'perception'
 'auditory perception' 'psychophysics' 'psychology of music'
 'music cognition' 'computer applications' 'computer games' 'sound design'
 'aesthetics']"
17711,['ecology' 'soundscape ecology']
17740,"['ecology' 'applied to pedagogy' 'pedagogy--general'
 'pedagogy as discipline' 'music ecology']"
17826,"['ecology' 'acoustic ecology' 'soundscapes' 'urban spaces' 'architecture'
 'acoustical design' 'computer applications']"
17940,"['aesthetics' 'ecological approach' 'relation to multiculturalism'
 'ecology' 'applied to aesthetics' 'cultural studies' 'multiculturalism'
 'postmodernism']"
17980,"['ethnomusicology' 'ethnomusicology as discipline'
 'concept of sustainability' 'ecology' 'applied to ethnomusicology']"
18082,"['Daoust, Yves' 'works' '<Mi bémol>' 'relation to acoustic ecology'
 'ecology' 'acoustic ecology' 'aesthetics' 'electronic music']"
18118,"['urban studies' 'urban soundscapes' 'relation to globalization'
 'Schafer, R. Murray' 'writings' 'acoustic ecology' 'ecology']"
18139,"['Kubisch, Christina' 'life' 'Bonn Stadtklangkünstler 2013' 'sound art'
 'Germany' 'Bonn' 'musical life' '<bonn hoeren>' '2013'
 'cultural organizations' 'Beethovenstiftung Bonn' 'Seiffarth, Carsten'
 'ecology' 'acoustic ecology']"
18145,"['Messiaen, Olivier' 'works' 'influenced by nature' 'nature'
 'influence on Olivier Messiaen' 'animals' 'birds' 'depicted by Messiaen'
 'time' 'form' 'counterpoint' 'science' 'ornithology'
 'influenced by Messiaen' 'ecology']"
18417,"['ecology' 'acoustic ecology' 'schizophonia' 'Schafer, R. Murray'
 'writings']"
18557,"['ecology' 'applied to music' 'limitations' 'terminology' 'culture'
 '""music ecology""']"
18641,"['ecology' 'sustainability' 'role of arts' 'cultural ecology'
 'cultural sustainability' 'twenty-first century' 'culture']"
18666,"['Ghana' 'Ewe peoples' 'traditional music' 'dance drumming'
 'cultural sustainability' 'instruments--percussion (drum)' 'drumming'
 'economics' 'dance music--by place' 'ecology' 'cultural ecology']"
18667,"['Hindustānī music' 'cultural sustainability' 'ecology' 'cultural ecology'
 'India']"
18668,"[""women's studies"" 'Australia' 'Northern Territory' 'Central Australia'
 'Aboriginal peoples' 'yawulyu/awelye' 'cultural sustainability' 'culture'
 'ceremonies' 'song--popular and traditional' 'ecology' 'cultural ecology']"
18669,"['Indonesia' 'Bali' 'gamelan music' 'cultural sustainability'
 'gamelan and gamelan music' 'ecology' 'cultural ecology']"
18671,"['Japan' 'Amami islands' 'traditional music' 'shima-uta'
 'cultural sustainability' 'song--popular and traditional' 'ecology'
 'cultural ecology']"
18672,"['instruments--percussion (drum)' 'drumming' 'Korea' 'samulnori'
 'cultural sustainability' 'traditional music' 'ecology'
 'cultural ecology']"
18673,"['popular music--by genre' 'mariachi' 'cultural sustainability' 'ecology'
 'cultural ecology']"
18674,"['Vietnam' 'traditional music' 'ca trù' 'cultural sustainability'
 'ecology' 'cultural ecology']"
18708,"['xiqu--by place' 'China' 'Shaanxi' 'regional forms' 'cultural ecology'
 'melody' 'xiqu' 'ecology']"
18829,"['ethnomusicology' 'research tools and techniques' 'field recordings'
 'sound recording and reproduction' 'tourism and leisure'
 'travel literature' 'relation to field recordings' 'animals'
 'animal sounds' 'twentieth-century music' 'history and development'
 'use of recordings' 'ecology' 'acoustic ecology']"
18832,"['Cusack, Peter' 'interviews' 'on field recordings' 'ecology'
 'acoustic ecology' 'field recordings' 'sound recording and reproduction'
 'discographies']"
19194,['ecology' 'sustainability' 'Portugal' 'festivals' 'traditional music']
19230,"['ecology' 'acoustic ecology' 'soundwalking'
 'relation to radio production' 'Westerkamp, Hildegard' 'life'
 'influence on Victoria Fenner' 'Copeland, Darren' 'mass media' 'radio'
 'radio production' 'relation to soundwalking'
 'directors, producers, etc.' 'Fenner, Victoria']"
19541,['ecology' 'acoustic ecology' 'soundscapes']
19560,"['Sciarrino, Salvatore' 'works' '<Codex purpureus>' 'music perception'
 'ecology' 'ecological aesthetics']"
19639,"['Berry, Thomas' 'writings' 'ecology' 'relation to Authentic Movement'
 'therapy--dance/movement therapy' 'Authentic Movement' 'deep ecology'
 'ecological thinking']"
19756,['Iceland' 'history of music' 'influenced by environment' 'ecology']
19787,"['academic institutions' 'Canada' 'British Columbia' 'Burnaby'
 'Simon Fraser University' 'soundscape studies' '1970-1995' 'soundscape'
 'composition' 'soundscape composition' 'ecology' 'acoustic communication'
 'electronic sound generation' 'granulation']"
19890,"['ecology' 'acoustic ecology' 'youth' 'listening' 'musical preferences'
 'pedagogy--general' 'music education' 'Schafer, R. Murray' 'writings']"
20195,"['Australia' 'musical life' 'festivals' 'open-air festivals'
 'relation to the environment' 'ecology']"
20238,['ecology' 'acoustic ecology' 'handbook' 'terminology']
20529,"['instruments--wind (woodwind, flute family)'
 'shakuhachi making and playing' 'relation to nature' 'spiritual aspects'
 'nature' 'bamboo' 'use in shakuhachi making'
 'religion and religious music--Buddhism' 'Japan' 'Zen Buddhism'
 'use of shakuhachi' 'Capra, Fritjof' 'writings'
 '<The web of life: A new scientific understanding of living systems>'
 'ecology' 'relation to shakuhachi making' 'Tōkyō' 'Canada'
 'British Columbia' 'Vancouver' 'philosophy' 'spirituality'
 'ethics and morals' 'environmentalism' 'Capra, F.'
 'relation to shakuhachi making and playing']"
20539,"['Schafer, R. Murray' 'performances' '<Patria> cycle'
 '<The princess of the stars>' '2007' 'dramatic arts' 'music theater'
 'ecology' 'environmental music theater']"
20595,"['ecology' 'environment' 'climate change' 'periodicals'
 '<Europäische Zeitschrift für Musikwissenschaft/European journal of musicology>, XVIII/1']"
20596,"['ecology' 'ecomusicology' 'relation to climate change' 'Hyland, Ken'
 'writings' 'on academic discourse' 'applied to ecomusicology'
 'linguistics' 'relation to academic discourse']"
20787,['ecology' 'acoustic ecology']
20867,"['Satie, Éric (Erik)' 'aesthetics' ""musique d'ameublement""
 'industrial applications' 'Muzak'
 ""relation to Erik Satie musique d'ameublement"" 'ecology'
 'acoustic ecology']"
20878,"['Iceland' 'history of music' 'nature as inspiration' 'early 21st c.'
 'popular music' 'twenty-first-century music' 'popular music--by place'
 'nature' '21st-c. music' 'Örn Elías Guðmundsson (Mugison)'
 'sound recordings' 'performers--popular music' 'Mugison'
 'Valgeir Sigurðsson' 'Björk Guðmundsdóttir' 'Björk'
 'performing groups--popular music' 'Sigur Rós' 'Jóhann Jóhannsson'
 'works' 'Ólafur Arnalds' 'Anna Þorvaldsdóttir' 'ecology' 'ecomusicology']"
20899,['perception' 'ecology' 'acoustic ecology']
20971,"['United Kingdom--England' 'culture' 'aural dimension' 'ca. 1600'
 'anthropology' 'archaeology' 'acoustic archaeology'
 'Smith <The acoustic world of early modern England>' 'ecology'
 'acoustic ecology' 'application to history']"
21268,"['improvisation' 'dance improvisation'
 'improvisation as ecological practice' 'dance--general' 'ecology'
 'ecology of practice']"
21548,"['composition' 'Davis, Tom' '<Cross-pollination>' 'mixed media'
 'electronic music' 'ecology' 'relation to composition' 'aesthetics'
 'concept of the real' 'relation to complexity' 'mathematics' 'algorithms'
 'use in composition']"
21695,"['ecology' 'soundscape ecology' 'biosphere reserves'
 'Biosphere Soundscapes (BioScapes)' 'cultural organizations'
 'United Nations Educational, Scientific and Cultural Organization (UNESCO)'
 'sound art' 'ecological sound art']"
21863,"['ecology' 'ecomusicology' 'musicology' 'musicology as discipline'
 'environment' 'environmentalism' 'role of music']"
22384,"['societies, associations, fraternities, etc.--international'
 'International Council for Traditional Music (ICTM)' '70th anniversary'
 'societies, associations, fraternities, etc.--national' 'Slovenia'
 'Kulturno in Etnomuzikološko Društvo Folk Slovenija' '20th anniversary'
 'congresses, conferences, symposia' 'Ljubljana' 'ecomusicology' '2015'
 'ecology' 'conferences' 'ethnomusicology' 'academic activities']"
22385,"['societies, associations, fraternities, etc.--international'
 'International Council for Traditional Music (ICTM)' '70th anniversary'
 'societies, associations, fraternities, etc.--national' 'Slovenia'
 'Kulturno in Etnomuzikološko Društvo Folk Slovenija' '20th anniversary'
 'congresses, conferences, symposia' 'Ljubljana' 'ecomusicology' '2015'
 'ecology' 'conferences' 'ethnomusicology' 'academic activities']"
22390,"['sound art' 'ecological sound art' 'environment' 'environmentalism'
 'ecology' 'ecocriticism']"
22391,"['Taiwan' 'Lan Yü' 'Yami people' 'dance'
 'Maataw (Floating Island) project' 'dance--by place' 'ethnomusicology'
 'national and regional studies' 'ecology' 'environmental crisis']"
22439,"['Schafer, R. Murray' 'works' '<And wolf shall inherit the moon>'
 'ecology' 'environmental music theater' 'dramatic arts' 'music theater'
 'audiences' 'audience participation']"
22535,"['ecology' 'environment' 'climate change' 'periodicals'
 '<Europäische Zeitschrift für Musikwissenschaft/European journal of musicology>, XVIII/1']"
22635,"['nature' 'natural soundscapes' 'soundscape ecology' 'animals'
 'animal sounds' 'ecology' 'sound art' 'environmental sound sculptures'
 'Krause, Bernard L. (Bernie)' 'biophonies' 'sound recordings--general']"
22658,"['societies, associations, fraternities, etc.--international'
 'International Council for Traditional Music (ICTM)' '70th anniversary'
 'societies, associations, fraternities, etc.--national' 'Slovenia'
 'Kulturno in Etnomuzikološko Društvo Folk Slovenija' '20th anniversary'
 'congresses, conferences, symposia' 'Ljubljana' 'ecomusicology' '2015'
 'ecology' 'conferences' 'ethnomusicology' 'academic activities']"
22666,"['sound design' 'perception' 'relation to bioacoustics' 'ecology'
 'acoustic ecology' 'ecoacoustics' 'bioacoustics' 'Schafer, R. Murray'
 'writings' 'on acoustic ecology']"
22925,"['Dunn, David' 'sound recordings' 'soundscapes' 'ecology'
 'relation to music' 'Bateson, Gregory' 'aesthetics' 'systems philosophy'
 'relation to Dunn soundscape recordings' 'Cage, John' 'experimentalism'
 'appreciation' 'music listening' 'sound recordings--by name']"
23001,"['reggae' 'dub' 'dub techno' 'transculturation'
 'relation to urban space, economics, and aesthetics' 'techno'
 'electronica' 'urban studies' 'economics' 'neoliberalism'
 'relation to dub techno' 'aesthetics' 'geography' 'cultural geography'
 'ecology' 'acoustic ecology' 'sound studies'
 'relation to hauntology and acoustic ecology' 'philosophy' 'hauntology'
 'Bevan, William Emmanuel (Burial)' 'sound recordings'
 'relation to hauntology' 'Jamaica' 'Kingston' 'popular music'
 'United Kingdom--England' 'London' 'United States of America' 'Michigan'
 'Detroit' 'Germany' 'Berlin' 'popular music--by place'
 'sound recordings--general']"
23030,"['musicology' 'musicology as discipline' 'ecomusicology' 'ecology'
 'Kastner, Jean-Georges' 'works' '<Les voix de Paris>']"
23189,"['Australia' 'cultural policies'
 'Sustainable Futures for Music Cultures: Toward an Ecology of Musical Diversity'
 'Hindustānī music' 'cultural sustainability' 'ecology' 'cultural ecology']"
23272,"['Liang, Lei' 'life' 'United States of America' 'California' 'San Diego'
 'Qualcomm Institute residence' '2013-18' 'works' 'ecological approach'
 'ecology' 'ecological community']"
23471,"['Schafer, R. Murray' 'works' '<And wolf shall inherit the moon>'
 'ecology' 'environmental music theater' 'dramatic arts' 'music theater'
 'sound recordings--by name']"
23515,"['aesthetics' 'aesthetics of music' 'concept of auditive environment'
 'Schafer, R. Murray' 'writings' 'acoustic ecology' 'ecology' 'musicology'
 'musicology as discipline' 'soundscapes']"
23659,"['Westerkamp, Hildegard' 'life' 'World Soundscape Project'
 'Schafer, R. Murray' 'Canada' 'British Columbia' 'Vancouver'
 'Queen Elizabeth Park' 'culture' 'soundscape' '1997'
 'academic institutions' 'Burnaby' 'Simon Fraser University' 'ecology'
 'acoustic ecology' 'soundwalking' 'McCartney, Andra' 'creative process'
 'soundscape studies']"
23742,"['ecology' 'acoustic ecology' 'United States of America'
 'Southwestern United States' 'role of Listenn Project'
 'academic institutions' 'Arizona' 'Arizona State University'
 'Acoustic Ecology Lab' 'Listenn Project' 'sound art'
 'acousmatic sound art' 'relation to Listenn Project'
 'psychology of music' 'immersion' 'virtual reality immersion'
 'Paine, Garth' 'works' '<Becoming desert>']"
23768,"['Indonesia' 'Kalimantan Timur' 'Dayak peoples' 'religious music'
 'Kêlèntangan' 'relation to sustainability' 'shamanism' 'ecology'
 'sustainability' 'role of listening, imitating, and improvisation']"
23895,"['movement and gesture' 'Allen, Jess' 'walking art' 'ecology'
 'ecological activism' 'relation to walking art']"
23907,"['dance--by genre' 'site-specific dance' 'relation to sustainability'
 'dance--general' 'ecology' 'sustainability'
 'relation to site-specific dance']"
23942,"['nature' 'aesthetics' 'musicalization' 'pastorale' 'France' '18th c.'
 'philosophy' 'transcendentalism' 'Thoreau, Henry David' 'Cage, John'
 'Adams, John Luther' 'Schafer, R. Murray' 'ecology' 'acoustic ecology']"
24012,['ecology' 'acoustic ecology' 'soundwalking' 'aesthetics']
24036,"['sports and games' 'sports' 'as aesthetic experience' 'Cage, John'
 'aesthetics' 'everyday sounds' 'viewed by Cage' 'Schafer, R. Murray'
 'writings' 'acoustic ecology' 'ecology']"
24049,"['nature' 'natural soundscapes' 'soundscape ecology' 'animals'
 'animal sounds' 'ecology' 'sound art' 'environmental sound sculptures'
 'Krause, Bernard L. (Bernie)' 'biophonies' 'sound recordings--general']"
24615,"['ecology' 'acoustic ecology' 'electronic sound generation' 'sonification'
 'mass media' 'media technology']"
24740,"['Gunn, William W.H.' 'sound recordings' '<A day in Algonquin Park>'
 'relation to soundscape' 'electronic music' 'sound recordings--by name'
 'politics' 'reception' 'composition' 'soundscapes'
 'relation to William W.H. Gunn <A day in Algonquin Park>' 'Canada'
 'culture' 'national identity' 'ecology' 'discographies']"
24761,"['Canada' 'musical life' '1791-1867' 'Indigenous peoples--Americas'
 'traditional music' 'replaced by European music, 1791-1867' 'ecology'
 'influence on musical life, 1791-1867'
 'religion and religious music--Christianity' 'external influences'
 'popular music--by place' 'salon music']"
24842,"['ecology' 'acoustic ecology' 'Schafer, R. Murray']"
24852,"['video game music' 'sonority' 'relation to player experience'
 'ecological approach' 'ecology' 'applied to video game music' 'analysis']"
25129,"['ethnomusicology' 'ethnomusicology as discipline'
 'category of ethnic music' 'music industry' 'classification'
 'ethnic music' 'aesthetics' 'multiculturalism'
 'relation to category of ethnic music' 'ecology' 'biodiversity']"
25191,"['ecology' 'acoustic ecology' 'listening' 'soundscape' 'terminology'
 '""soundscape""']"
25233,"['Schafer, R. Murray' 'works' '1980s-90s' 'chamber music'
 'orchestral music' 'reception' 'congresses, conferences, symposia'
 'Canada' 'Alberta' 'Banff'
 'First Internat. Conference for Acoustic Ecology' '1993'
 'societies, associations, fraternities, etc.--international'
 ""World Forum for Acoustic Ecology/Forum Mondial pour l'Ecologie Sonore""
 'influenced by Schafer' 'acoustics' 'environmental sound' 'ecology']"
25732,"['editing' 'digital editions' 'sustainability' 'ecology'
 'relation to digital editions']"
25941,"['ecology' 'acoustic ecology' 'soundwalking' 'geography' 'sonic geography'
 'relation to soundwalking']"
25943,"['ecology' 'acoustic ecology' 'soundwalking' 'visual impairment'
 'listening' 'nature' 'woodlands']"
26491,"['ecology' 'acoustic ecology' 'listening' 'soundscape' 'terminology'
 '""soundscape""']"
26731,['musicology' 'musicology as discipline' 'ecomusicology' 'ecology']
26848,"['sound art' 'ecological sound art' 'Landscape Quartet project' '2012-14'
 'ecology' 'improvisation' 'Ingold, Tim' 'writings' 'concept of dwelling'
 'applied to ecological sound art' 'philosophy' 'epistemology'
 'filmographies and videographies']"
26979,"['Asia' 'East Asia' 'rural areas' 'traditional music'
 'cultural sustainability' 'relation to depopulation' 'Japan' 'ecology'
 'cultural ecology']"
27030,"['composition' 'ecocomposition' 'agency' 'ecology' 'environmental music'
 'performance' 'listening' 'soundwalking' 'acoustic ecology' 'sound art'
 'ecological sound art' 'Ferrari, Luc' 'works'
 '<Allô, ici la terre chapitre I>' 'Barclay, Leah' '<Sound mirrors>'
 'Rothenberg, David (b.1962)' 'performances' 'interspecies music'
 'Westerkamp, Hildegard' 'soundwalks']"
27170,"['theology' 'Christianity' 'Roman Catholic Church' 'influence on Sting'
 'Sumner, Gordon (Sting)' 'sound recordings'
 'relation to theology and ecology' 'song texts' 'Sting'
 'performing groups--popular music' 'The Police'
 'religion and religious music--Christianity (Roman Catholic)'
 'relation to cosmology and ecology' 'ecology' 'politics'
 'relation to social justice' 'depicted by Sting'
 'performers--popular music']"
27443,"['libraries, museums, collections' 'Finland' 'Helsinki' 'databases'
 'PINKKA' 'ecology' 'biodiversity' 'online instruction']"
27519,"['Adams, John Luther' 'works' 'relation to ecology' 'ethics and morals'
 'environmentalism' 'relation to J.L. Adams' 'ecology' 'musicology'
 'musicology as discipline' 'modernist bias']"
27522,"['Crumb, George' 'works' '<An idyll for the misbegotten>'
 'relation to nature' 'nature' 'quotation'
 'of Claude Debussy <Syrinx>, CD 137' 'Debussy, Claude' '<Syrinx>, CD 137'
 'quoted in George Crumb <An idyll for the misbegotten>'
 'Ovidius Naso, Publius (Ovid)' 'writings' '<Metamorphoses> (8 C.E.)'
 'syrinx and Io' 'themes of voice and nature'
 'relation to George Crumb <An idyll for the misbegotten>' 'poetry'
 'Leopold, Aldo Carl (A. Carl)' 'ecology' 'analyses--by composer']"
27789,"['popular music--general' 'politics' 'popular music'
 'performers--popular music' 'Dylan, Bob' 'Zimmerman, Robert (Bob Dylan)'
 'works' 'political aspects' 'ecology' 'relation to popular music'
 'Reggio, Godfrey' 'works, directing' '<Koyaanisqatsi> (film)'
 'role of popular music' 'ecological sensibility' 'film and video']"
27934,"['instrument building' 'materials' 'recycled materials' 'ecology'
 'ethnomusicology' 'ethnomusicology as discipline']"
28215,"['instruments--string (violin family)' 'violin family, bow making'
 'relation to sustainability' 'ecology' 'sustainability'
 'relation to violin making']"
28251,"['Finland' 'culture' 'ecology' 'periodicals'
 '<Finnish music quarterly>, 3 (2009)']"
28253,['Finland' 'economics' 'music industry' 'ecology']
28599,"['ecology' 'acoustic ecology' 'conferences' '1993'
 'congresses, conferences, symposia' 'Canada' 'Alberta' 'Banff']"
28600,['ecology' 'acoustic communication' 'silence' 'soundscape']
28659,['children' 'musical life' 'ecology' 'relation to children']
28888,"['therapy--music therapy' 'ecological music therapy' 'ecology'
 'music therapy' 'indigenous cultures' 'women'
 'Indigenous peoples--Americas' 'culture' 'relation to ecology'
 ""women's studies"" 'United States of America' 'Indigenous peoples']"
28940,"['Schafer, R. Murray' 'writings' 'schizophonia'
 'applied to live electronic music' 'electronic music' 'live performance'
 'ecology' 'acoustic ecology' 'performance'
 'electronic music and computer music' 'Chion, Michel' 'film sound'
 'film and video' 'sound-image relations' 'acousmatic music']"
28942,"['electronic music' 'aesthetics' 'relation to acoustic ecology' 'ecology'
 'acoustic ecology' 'relation to electronic music']"
29173,"['pedagogy--general' 'curriculum' 'eco-literate music pedagogy' 'ecology'
 'ecological literacy' 'sociology' 'sociology of music' 'musicking'
 'relation to pedagogy']"
29366,"['soundscape' 'soundscape studies' 'ecology' 'acoustic ecology'
 'sound design' 'soundscape design' 'soundscape education'
 'Schafer, R. Murray' 'writings']"
29401,"['Wilcox, Fred McLeod' 'works, directing' '<Forbidden planet>'
 'soundtrack' 'ecomusicological reading' 'directors, producers, etc.'
 'film and video' 'Barron, Louis' 'works' 'film music'
 '<Forbidden planet> by Fred McLeod Wilcox' 'Barron, Bebe' 'ecology'
 'ecomusicology' 'applied to film music'
 'relation to Fred McLeod Wilcox <Forbidden planet>']"
29415,"['Cameron, James' 'works, directing' '<Avatar>' 'film music'
 'relation to sustainability' 'film and video'
 'directors, producers, etc.' 'Horner, James' '<Avatar> by James Cameron'
 'works' 'ecology' 'sustainability' 'relation to James Cameron <Avatar>'
 'world music' 'United States of America' 'culture' 'racism']"
30146,"['ecology' 'acoustic ecology' 'Czech Republic' 'Praha'
 'Loretánské Náměstí' 'soundscapes' 'geography' 'urban studies'
 'soundscape studies']"
30216,"['ecology' 'ecomusicology' 'ethnomusicology'
 'ethnomusicology as discipline']"
30303,"['Kagel, Mauricio' 'works' '<Sonant>' 'relation to virtual reality'
 'mixed media' '<Antithese>' 'cinematic techniques' 'dramaturgy'
 '<Mare Nostrum: Entdeckung, Befriedung und Konversion des Mittelmeerraums>'
 'relation to social injustice' 'ecology'
 'influence on Kagel <Mare nostrum: Entdeckung, Befriedung und Konversion des Mittelmeerraums...>'
 'nature' 'relation to environmentalism' 'computer applications'
 'virtual reality' 'hypermedia' 'relation to Mauricio Kagel']"
30437,"['Hofer, Gerhard' 'writings' 'pedagogy' 'pedagogues' 'pedagogy--general'
 'music education' 'elementary and secondary school' 'ecological literacy'
 'ecology']"
30700,"['Čiurlionis, Mikalojus Konstantinas' 'works, art'
 '<Piramidžių sonata> (Sonata of the Pyramids)' '<Aukuras> (Altar)'
 'visual and plastic arts' 'archaeology' 'Egypt' 'influence on Čiurlionis'
 'antiquity' 'Flinders Petrie, William Matthew' 'life' 'al-ʻAmārnah'
 'archaeological activities' 'Akhenaten, King of Egypt'
 'building of Akhetaten' 'Ayrton, Edward Russell' 'Bībān al-Mulūk'
 'excavation of Tomb K55' 'astrology' 'zodiac' 'ecology'
 'relation to Mikalojus Konstantinas Čiurlionis' 'symbolism' 'sun'
 'paintings' 'reception' 'Europe' 'late 19th-early 20th c.']"
31381,"['environment' 'relation to sound art' 'sound art'
 'relation to environment' 'ecology' 'acoustic ecology']"
31383,"['ecology' 'acoustic ecology' 'Biosphere Soundscapes project'
 'environment' 'climate change' 'computer applications'
 'mobile technology']"
31384,"['ecology' 'acoustic ecology' 'listening' 'aesthetics'
 'relation to acoustic ecology' 'Agamben, Giorgio' 'concept of sacred']"
31385,"['terminology' 'mixed media' '""soundscape"" vs. ""acoustic ecology""'
 'ecology' 'acoustic ecology' 'social sound awareness' 'sociology'
 'society' 'Ferrari, Luc' 'writings' 'Schafer, R. Murray']"
31768,"['instruments' 'instrument building' 'hardwood' 'availability' 'ecology'
 'rainforest']"
31936,"['Watson, Chris (1952-)' 'sound recordings' '<El tren fantasma>' 'ecology'
 'environmentalism' 'sound recordings--by name' 'field recordings'
 'nature' 'animal sounds']"
32085,['pedagogy--general' 'music education' 'ecology of practice' 'ecology']
32450,"['orchestra' 'Belgium' 'cultural sustainability' 'economics' 'Vlaanderen'
 'orchestras' 'cultural policies' 'funding' 'ecology' 'cultural ecology']"
33111,"['Grisey, Gérard' 'works' '1970s-80s' 'creative process' 'psychology'
 'psychology as discipline' 'influence on Grisey' '1980s' 'ecology'
 'Leibniz, Gottfried Wilhelm von' 'writings' 'on nature'
 'relation to Grisey']"
33254,"['pedagogy--by place' 'United Kingdom' 'elementary and secondary school'
 'curriculum' 'sustainability' '1997' 'pedagogy' 'ecology'
 'role of education' 'politics' 'environmentalism' 'relation to education']"
33271,['festivals' 'Italy' 'Orvieto' 'Poteri Del Suono' '1998' 'ecology']
33288,"['congresses, conferences, symposia' 'Italy' 'Genova' 'acoustic ecology'
 '1998' 'ecology' 'soundscapes' 'conferences' 'therapy--music therapy'
 'festivals' 'Festival Musicale del Mediterraneo']"
33915,"['congresses, conferences, symposia' 'France' 'Paris' 'sound ecology'
 '2013' 'ecology' 'conferences']"
33925,"['ecology' 'sound ecology' 'desirable sounds' 'undesirable sounds'
 'Schafer, R. Murray' 'writings' 'concept of soundscape'
 'hi-fi vs. lo-fi soundscapes']"
33926,['ecology' 'sound ecology' 'listening']
34062,"['ecology' 'sound ecology' 'relation to jazz' 'analysis' 'jazz analysis'
 'relation to sound ecology' 'creative process' 'jazz']"
34063,"['Westerkamp, Hildegard' 'works' '<Beneath the forest floor>' 'soundscape'
 'soundscape compositions' 'ecology' 'acoustic ecology']"
34112,['ecology' 'sound ecology' 'sonic experience' 'sonic pastoral']
34128,['ecology' 'sound ecology' 'sound design' 'soundscape design']
34151,"['psychology of music' 'music cognition' 'distributed cognition'
 'ensemble playing' 'micro-social interactions' 'psychology' 'ecology'
 'ecological theory' 'concept of affordance'
 'applied to group improvisation' 'improvisation' 'group improvisation'
 'relation to ecological theory' 'anatomy and physiology'
 'central nervous system' 'action and perception'
 'relation to group improvisation']"
34382,"['sound art' 'soundscape installations' 'Lacey, Jordan'
 'urban soundscape installations' 'ecology' 'acoustic ecology']"
34639,"['Almazan, Fabian' 'interviews' 'on Biophilia Records'
 'sound recordings--by label' 'Biophilia Records' 'ecology'
 'sustainability' 'sound recordings' 'performers--jazz and blues'
 'performers--piano']"
34640,"['philosophy' 'Guattari, Félix' 'ecosophy' 'writings' 'Cage, John'
 'aesthetics' 'listening' 'ecological listening' 'composition' 'ecology'
 'creative process']"
34681,"['ecology' 'sound ecology' 'acoustic ecology' 'philosophy' 'ecosophy'
 'vibratory ecosophy']"
35186,"['urban studies' 'Europe' 'sound installations' 'sound art' 'urban areas'
 'ecology' 'acoustic ecology']"
