ac,name
47368,"['congresses, conferences, symposia' 'Australia' 'New South Wales'
 'Sydney' 'ecomusicology' '2013' 'ecology' 'conferences' 'musicology'
 'academic activities' 'ethnomusicology']"
47369,"['pedagogy--general' 'music education' 'college and university'
 'ecomusicology' 'listening' 'soundwalking' 'ecology' 'acoustic ecology']"
47371,"['performance' 'performance studies' 'sonic performance' 'place'
 'ethics and morals' 'phenomenology' 'sonic experience' 'listening'
 'computer applications' 'mobile technology'
 'sound recording and reproduction' 'Chaves, Rui' 'ecology'
 'acoustic ecology' 'soundwalking' 'sound art']"
47410,"['ethnomusicology' 'publications' '<MUSICultures>, XLV/1-2'
 'ecomusicology' 'ecology' 'periodicals']"
47413,['ecology' 'ecomusicology' 'sound studies']
47415,"['United States of America' 'Mississippi Flyway' 'culture' 'soundscape'
 'ecology' 'soundscape ecology' 'animals' 'birds' 'bird calls']"
47416,['ecology' 'soundscape ecology' 'natural soundscapes' 'nature']
47417,"['ecology' 'soundscape ecology' 'biodiversity' 'ethnomusicology'
 'ethnomusicology as discipline' 'ecomusicology']"
47419,"['religion and religious music--Vodou' 'environmental awareness' 'ecology'
 'spiritual ecology' 'climate change' 'Haiti' 'Vodou' 'history'
 'environment' 'Yamba, Jean-Michel' 'life' 'drumming' 'performers--drums']"
47422,"['performing organizations' 'Canada' 'Ontario' 'St. Catharines'
 'Niagara Symphony Orchestra' 'cultural sustainability' 'London'
 'Orchestra London Canada' 'ecology' 'cultural ecology'
 'regional orchestras' 'Titon, Jeff Todd' 'writings' 'music culture']"
47434,"['performance' 'performance studies' 'ecology of practice' 'psychology'
 'ecological psychology' 'applied to performance' 'Gibson, James J.'
 'writings' 'sociology' 'actor-network theory' 'Latour, Bruno' 'ecology']"
47436,"['ecology' 'ecomusicology' 'ethnomusicology'
 'ethnomusicology as discipline']"
47963,"['societies, associations, fraternities, etc.--national' 'France' 'Paris'
 'Musique et Santé' 'seminars' 'neonatology' '2011' 'infants'
 'role of music' 'medicine--by topic' 'ecology' 'sound ecology']"
47975,['ecology' 'soundscape ecology']
47995,"['ecology' 'soundscape ecology' 'acoustic ecology'
 'relation to soundscape ecology' 'landscape ecology']"
48036,['bibliographies--by topic' 'ecomusicology' 'ecology' 'bibliographies']
48047,"['Thailand' 'Krung Thep' 'culture' 'soundwalking' 'ecology'
 'acoustic ecology']"
48103,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, IX/1'
 'sonic displacement' 'soundscape' 'soundscape studies']"
48104,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, IX/1'
 'sonic displacement' 'soundscape' 'soundscape studies']"
48105,"['festivals' 'Australia' 'Tasmania' 'Maria Island'
 'Ten Days on the Island' '2009' 'ecology' 'acoustic ecology'
 'soundwalking' 'Denley, Jim' 'performances'
 'performers--woodwind instruments' 'Brooks, Monika'
 'performers--accordion' 'Gorfinkel, Dale' 'performers--percussion'
 'performers--trumpet']"
48441,"['congresses, conferences, symposia' 'France' 'Paris' 'sound ecology'
 '2013' 'ecology' 'conferences']"
48565,"['ecology' 'ecomusicology' 'periodicals'
 '<Journal of the American Musicological Society>, LXIV/2' 'musicology'
 'publications']"
48813,"['cultural studies' 'Russia' 'Tatar people' 'cultural ecology'
 'traditional music' 'ecology' 'ethics and morals' 'Russian Federation'
 'song--popular and traditional']"
48969,"['Russian Federation' 'Tatar people' 'traditional music'
 'cultural ecology' 'song--popular and traditional' 'Russia'
 'cultural studies' 'ecology' 'ethics and morals']"
48980,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, VII/1' 'soundscape'
 'soundscape studies']"
48981,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, VII/1' 'soundscape'
 'soundscape studies']"
48983,"['Dunn, David' 'interviews' 'Miller, Nick' 'Thompson, Emily' 'ecology'
 'acoustic ecology' 'activities of David Dunn' 'acoustics'
 'environmental acoustics' 'activities of Nick Miller' 'twentieth century'
 'aural history' 'viewed by Emily Thompson']"
48987,"['ecology' 'acoustic ecology' 'relation to sciences' 'science'
 'science as discipline' 'relation to acoustic ecology' 'composition'
 'soundscape composition' 'relation to soundscape composition' 'sound art'
 'periodicals' '<Evental aesthetics>, VI/1' 'aesthetics']"
48988,"['ecology' 'acoustic ecology' 'periodicals' '<Evental aesthetics>, VI/1'
 'sound art' 'aesthetics']"
48990,"['Watson, Chris (1952-)' 'sound recordings' '<Vatnajökull>'
 'sound recordings--by name' 'soundscape' 'soundscape recording'
 'climate change' 'ecology' 'acoustic ecology']"
48992,"['Iceland' 'history' 'soundscape' 'natural soundscapes'
 'SameSameBut Different v.02–Iceland' 'sound recording and reproduction'
 'phonography' 'electronic sound generation' 'soundscapes' 'nature'
 'ecology' 'environmental activism']"
49086,"['geography' 'cultural geography' 'soundwalking' 'ecology'
 'acoustic ecology' 'applied to cultural geography']"
49151,"['therapy--music therapy' 'music therapy theory' 'field of play'
 'clinical practice' 'ecology' 'music therapy']"
49200,"['composition' 'soundscape composition' 'nature sounds' 'sound art'
 'soundwalks' 'ecology' 'environmental music theater' 'electronic music'
 'nature' 'environment' 'climate change' '20th- and 21st-c. music' 'noise'
 'noise pollution']"
49201,"['composition' 'found composition' 'electronic music'
 'environmental awareness' 'aesthetics' 'compositional authority'
 'environment' 'climate change' 'creative process'
 'soundscape composition' 'sound recording and reproduction'
 'soundscape recording' 'ecology' 'acoustic ecology' 'sound art'
 'sonification' 'ecoacoustics' 'Cage, John' 'works' 'indeterminacy'
 'Oliveros, Pauline' 'Deep Listening' 'Messiaen, Olivier' 'birdsong'
 'improvisation' 'free improvisation' 'relation to found composition'
 'aleatory music' 'listening' 'animals' 'birds' 'Westerkamp, Hildegard'
 'Burtner, Matthew' 'French, Jez Riley']"
49313,"['ecology' 'acoustic communication' 'interactive sonic environments'
 'transportation' 'subways' 'England' 'London' 'London Underground'
 'soundscapes' 'cultural memory' 'soundscape' 'cultural studies'
 'sound art' 'Alarcón Díaz, Ximena']"
49511,"['ecology' 'sonic ecology' 'periodicals' '<Muzikologija>, 22'
 'urban studies' 'sound environment']"
49632,['ecology' 'ecoacoustics']
49633,['ecology' 'ecoacoustics']
49649,"['ecology' 'ecoacoustics' 'soundscape installations'
 'environmental sound art' 'sound art' 'Krause, Bernard L. (Bernie)'
 'Monacchi, David']"
49650,['ecology' 'ecoacoustics']
49791,['Iceland' 'history of music' 'influenced by environment' 'ecology']
49837,"['ecology' 'ecoacoustics' 'equatorial rainforests'
 'Fragments of Extinction' 'sound art' 'environmental sound art'
 'Monacchi, David' 'nature']"
49896,['cultural studies' 'globalization' 'cultural ecology' 'ecology']
50198,"['electronic music' 'composition' 'trompe l’oreille' 'Batchelor, Peter'
 'electronic music and computer music' 'sonority' 'listening' 'ecology'
 'acoustic ecology' 'environmental listening'
 'relation to trompe l’oreille' 'soundscape' 'sound design'
 'relation to soundscape and electronic music'
 'sound recording and reproduction' 'multichannel audio']"
50493,"['sound studies' 'sound studies as discipline' 'history and development'
 'anthropology' 'early 21st c.' 'sociology' 'everyday life'
 'ambient sound' 'relation to social relations' 'ecology'
 'acoustic ecology' 'acoustics' 'state of research' 'psychology'
 'psycholinguistics' 'concept of ambient sound' 'urban studies'
 'architecture' 'architectural acoustics' 'ethnomusicology'
 'ethnomusicology as discipline']"
50689,"['sound art' 'ecological sound art' 'environment' 'environmentalism'
 'ecology' 'ecocriticism']"
50696,"['Russian Federation' 'Tatar people' 'traditional music'
 'traditional songs' 'role in ecological education'
 'song--popular and traditional' 'Russia' 'aesthetics'
 'aesthetic education' 'role of traditional songs' 'cultural studies'
 'cultural ecology' 'relation to Tatar traditional songs' 'ecology']"
50785,"['ecology' 'acoustic ecology' 'Russia' 'Tatarstan' ""Kazan'""
 'Staro-Tatarskaâ Sloboda' 'space' 'cultural studies' 'ethnomusicology'
 'national and regional studies']"
50911,"['Finland' 'pedagogy' 'arts education' 'Basic Education in the Arts (BEA)'
 'social innovation' 'Floora Project' 'pedagogy--by place'
 'Barnett, Ronald' 'writings' 'ecological professionalism'
 'applied to music pedagogy' 'philosophy' 'philosophy of education'
 'ecology']"
51188,"['ecology' 'acoustic ecology' 'environmental change' 'environment'
 'weather' 'psychoacoustics' 'EcoSonic project' 'acoustics'
 'environmental monitoring' 'academic institutions'
 'United States of America' 'Arizona' 'Arizona State University'
 'Acoustic Ecology Lab']"
51718,"['ecology' 'ecomusicology' 'periodicals' '<Ecomusicology review>, V'
 'academic institutions' 'United States of America' 'Kentucky' 'Lexington'
 'University of Kentucky' 'graduate studies' '2014']"
51719,"['ecology' 'ecomusicology' 'pedagogy' 'United States of America'
 'Kentucky' 'Lexington' 'University of Kentucky' '2014'
 'academic institutions' 'graduate studies']"
51836,"['Velosa Ruiz, Jorge' 'works' '<En Cantos Verdes>' 'música carranguera'
 'ecology' 'Colombia' 'Colombian Andes region'
 'as viewed by Jorge Velosa Ruiz' 'song texts' 'sound recordings--by name'
 'relation to environmental discourse' 'environment'
 'Colombian Andean region']"
51957,"['jazz' 'jazz improvisation' 'sonification' 'microbial ecology'
 'Microbial Bebop' 'ecology' 'composition' 'algorithmic composition']"
53530,"['congresses, conferences, symposia' 'Canada' 'Ontario' 'Peterborough'
 'acoustic ecology' '2000' 'ecology' 'conferences']"
54277,"['Schafer, R. Murray' 'writings' 'acoustic ecology'
 'influence on education' 'ecology' 'soundscapes' 'relation to education'
 'listening' 'listening education' 'acoustic environment' 'Truax, Barry'
 'works' 'soundscape compositions' 'soundscape' 'Westerkamp, Hildegard'
 'life' 'teaching methods' 'pedagogues' 'pedagogy--general'
 'music education']"
54693,"['ecology' 'acoustic ecology' 'acoustic ecology as discipline'
 'early 21st c.']"
54997,"['pedagogy--by place' 'North America' 'elementary and secondary school'
 'rural schools' 'careers' 'music teacher' 'teacher training'
 'rural communities' 'ecology' 'ecological literacy'
 'eco-literate music pedagogy']"
55778,"['ecology' 'ecology of listening' 'ubiquitous listening' 'musicology'
 'academic activities' 'ubiquitous music (ubimus)' 'creative process'
 'pedagogy--general' 'music education' 'composition' 'psychology'
 'relation to ubiquitous music' 'listening']"
56284,"['ecology' 'acoustic ecology' 'conferences' '2019'
 'congresses, conferences, symposia' 'Czech Republic' 'Ústí nad Labem']"
56291,"['ecology' 'acoustic ecology' 'human-environment relationship'
 'role of sound' 'Anthropocene' 'sound studies' 'sonority'
 'role in human-environment relationship']"
56296,"['ecology' 'acoustic ecology' 'Vejnovic, Aleksandar'
 '<Hörweg: Mit dem Ohr unterwegs im Dieburger Forst> project'
 'audience development' 'audiences']"
56298,"['mass media' 'radio' 'Czech Republic' 'Vltava'
 '<Hudba k siréně> (Music for the siren) project'
 'performing organizations' 'Praha' 'Orchestr Berg' 'cultural policies'
 'civil defense siren' 'relation to music and musicians' '21st c.'
 'ecology' 'acoustic ecology' 'soundscape' 'soundscape studies'
 'musical life' 'relation to civil defense siren']"
56299,"['Cage, John' 'aesthetics' 'sound ecology' 'Attali, Jacques'
 'relation to John Cage and R. Murray Schafer aesthetics'
 'Schafer, R. Murray' 'ecology' 'relation to Jacques Attali aesthetics']"
56302,"['ecology' 'sonic ecology' 'subject of mixed media works' '2019' 'nature'
 'weather' 'congresses, conferences, symposia' 'Czech Republic'
 'Ústí nad Labem' 'exhibitions' 'mixed media' 'sonic ecology as subject']"
56721,"['ecology' 'environmental music' '1950-early 21st c.' 'aesthetics'
 'ecological aesthetics' 'postmodernism' 'texture' 'form' 'pitch'
 'rhythm and meter']"
57968,"['aesthetics' 'sound art' 'relation to nature' 'ecology'
 'acoustic ecology' 'relation to sound art' '1970s-2020s'
 'sound recordings--general' 'field recordings' 'commercial uses'
 'eco-sound art' '21st c.' 'nature' '20th-21st c.']"
58199,"['twentieth-century music' 'ecology' 'twenty-first-century music'
 '20th- and 21st-c. music' 'perception' 'auditory perception']"
58227,"['ecology' 'acoustic ecology' 'relation to cognitive mapping' 'psychology'
 'nomic vs. symbolic mapping']"
58351,"['soundscape' 'soundscape studies' 'biomusic' 'sound art'
 'sound art as genre' 'ecology' 'ecology of listening' 'listening']"
60571,"['sound studies' 'periodicals' '<Parallax>, XXVI/2' 'ecology']"
60572,"['sonority' 'aesthetics' 'relation to nature' 'nature' 'relation to sound'
 'ecology' 'sound studies' 'sound and ecology']"
60577,"['Frisch, Max' 'aesthetics' 'ecological approach' 'ecology'
 'relation to Max Frisch aesthetics' 'literature']"
60872,"['Charke, Derek' 'works' 'electronic music' 'soundscape recordings'
 'climate change' 'environment' 'soundscape' 'ecology' 'acoustic ecology']"
60873,"['United Kingdom--Scotland' 'popular music' 'neotraditional music'
 'ecological thinking' 'ecology' 'Scotland' 'environment' 'climate change'
 'popular music--by place' 'popular music--by genre' 'Sturgeon, Jenny'
 'sound recordings' '<Northern flyway>' 'Thomson, Inge' 'Polwart, Karine'
 '<A pocket of wind resistance>' 'Murphy, Pippa' 'discographies']"
60874,['ecology' 'sound ecology' 'sound studies']
61677,"['composition' 'Lim, Liza' '<Extinction events and dawn chorus>'
 'ecology as subject' 'Morton, Timothy' 'writings'
 'knowledge and aesthetics'
 'applied to Liza Lim <Extinction events and dawn chorus>'
 'creative process' 'poetic assemblage and metaphor' 'ecology' '21st c.'
 'subject of Liza Lim <Extinction events and dawn chorus>']"
61991,['ecology' 'relation to choreography' 'choreography' 'relation to ecology']
61992,['ecology' 'relation to choreography' 'choreography' 'relation to ecology']
61996,"['choreography' 'relation to sustainability' 'ecology' 'sustainability'
 'relation to choreography']"
62266,"['ecology' 'ecological education' 'elementary school' 'Ritmiciclando'
 'pedagogy--general' 'music education' 'interdisciplinary learning']"
62427,"['Finland' 'musical life' 'COVID-19 pandemic' 'music industry' 'economics'
 'wars and catastrophes' 'pandemics' 'ecology' 'sustainability'
 'Western music' 'jazz' 'popular music--by place' 'festivals'
 'music festivals']"
62429,"['Finland' 'musical life' 'COVID-19 pandemic' 'music industry' 'economics'
 'wars and catastrophes' 'pandemics' 'ecology' 'sustainability'
 'Western music' 'jazz' 'popular music--by place']"
64607,"['Schafer, R. Murray' 'writings' 'acoustic ecology'
 'relation to Lockwood <A sound map of the Danube>' 'Lockwood, Annea'
 'works, mixed media' '<A sound map of the Danube>' 'ecology' 'Cage, John'
 'on philosophy of music' 'Waldenfels, Bernhard' 'Böhme, Gernot'
 'concept of acoustic atmospheres' 'sound art' 'sound installations']"
65187,"['Lipkin, Malcolm' 'works' '<Sinfonia di Roma>' 'ecological aesthetics'
 'aesthetics' 'ecology' 'form']"
65708,"['sociology' 'sustainable community development'
 'Sustainable Development Goals (SDGs)' 'role of music' 'ecology'
 'sustainability' 'economics' 'economic sustainability'
 'pedagogy--general' 'music education' 'lifelong learning'
 'social justice' 'politics' 'peacebuilding' 'therapy--music therapy'
 'trauma survivors' 'medicine--by topic' 'health and well-being'
 'mental health' 'wars and catastrophes' 'pandemics' 'COVID-19 pandemic'
 'societies, associations, fraternities, etc.--international'
 'United Nations' 'societies, associations, fraternities, etc.--national'
 'United States of America' 'New York' 'New York City'
 'Music as a Global Resource'
 'International Council for Caring Communities (ICCC)']"
66055,"[""women's studies"" 'United States of America' 'Michigan' 'Detroit'
 'hip hop' 'rap music' 'women' 'culture' 'urban studies' 'film and video'
 'music videos' 'Carter, Piper' '<Legendary>' ""LoveRhodes, 'Nique""
 'sound recordings' 'music video' 'Bailey, Charyse (Mahogany Jones)'
 'works, photography' 'performers--popular music' 'Jones, Mahogany'
 'ecology' 'environmental crisis' 'Michigan State Normal College'
 'politics' 'environmental activism' 'Krims, Adam' 'writings'
 'urban geography' 'applied to hip hop']"
66057,"['societies, associations, fraternities, etc.--supranational'
 'Association for the Advancement of Sustainability in Higher Education (AASHE)'
 'conferences' '2013' 'congresses, conferences, symposia'
 'United States of America' 'Tennessee' 'Nashville' 'ecomusicology'
 'ecology' 'ethnomusicology' 'academic activities']"
66392,"['listening' 'music listening' 'historicization' 'digital music platforms'
 'Diskoteket' 'aesthetics' 'mass media' 'radio' 'Denmark'
 'Danmarks Radio (DR)' 'metadata' 'historicity' 'ecology'
 'sound recordings' 'Born, Georgina' 'writings' 'musical assemblages']"
67719,"['computer music' 'ubiquitous music (ubimus)'
 'ubimus and auditory display' 'computer applications' 'auditory display'
 'musification and audification methods' 'ecology'
 'ecologically grounded creative practice' 'sonority'
 'ubimus-powered sonification']"
68465,"['electronic music' 'live electronic music' 'terminology' '""liveness""'
 'politics' 'biopolitics' 'ecosystemic agency' 'liveness concept'
 'science' 'ecology']"
69167,"['sound art' 'Højlund, Marie' 'Nephew vs. Overheard project'
 'Riis, Morten' 'ecology' 'public ecological art' 'nature' 'wind'
 'wind turbines' 'local environmental data' 'use in sound art'
 'use in Nephew vs. Overheard project' 'environment' 'Denmark' 'economics'
 'energy industry' 'subject of Nephew vs. Overheard project']"
69169,"['sound art' 'soundwalks'
 'listening as feminist and ecologically oriented mode of engagement'
 'Westerkamp, Hildegard' 'works, sound art' 'Oliveros, Pauline'
 'aesthetics' 'Deep Listening' 'listening' 'Certeau, Michel de' 'writings'
 'relation to Hildegard Westerkamp soundwalks and Pauline Oliveros Deep Listening'
 'Thorpe, Suzanne' 'relational listening practices' 'Corringham, Viv'
 'Gutiérrez, Amanda' ""women's studies"" 'feminism'
 'listening as feminist mode of engagement' 'ecology'
 'listening as ecologically oriented mode of engagement']"
71111,"['sports and games' 'computer games' 'soundscapes' 'software'
 'computer applications' 'ecology' 'acoustic ecology']"
73275,"['academic institutions' 'Brazil' 'Rio Grande do Sul' 'Porto Alegre'
 'Universidade Federal do Rio Grande do Sul (UFRGS)'
 'Colégio de Aplicação' 'Acre' 'Rio Branco'
 'Universidade Federal do Acre (UFAC)'
 'Núcleo Amazônico de Pesquisa Musical' 'composition' 'eco-composition'
 'pedagogy' 'secondary and tertiary education'
 'sonic sketching techniques' 'ecology' 'pedagogy--general'
 'music education' 'composition pedagogy']"
74274,"['China' 'traditional music' 'ecological approach'
 'applied to development' 'ecology' 'applied to Chinese traditional music']"
77703,"['Grisey, Gérard' 'works' '1970s-80s' 'creative process' 'psychology'
 'psychology as discipline' 'influence on Grisey' '1980s' 'ecology'
 'Leibniz, Gottfried Wilhelm von' 'writings' 'on nature'
 'relation to Grisey']"
77707,"['Vanuatu' 'musical life' 'women musicians' 'liquid percussion practice'
 'cultural-environmental context' 'cultural studies'
 'concept of aquapelago' 'relation to culture and environment'
 ""women's studies"" 'aesthetics' 'environmental aesthetics' 'ecology'
 'instruments--percussion, miscellaneous' 'water percussion']"
79833,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, XIV/1' 'soundscape'
 'soundscape studies']"
79834,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, XIV/1' 'soundscape'
 'soundscape studies']"
79835,"['ecology' 'acoustic ecology' 'acoustic experience' 'reciprocity'
 'listening' 'soundscape' 'phenomenology' 'appropriation'
 'Heidegger, Martin' 'writings'
 '<Zur Sache des Denkens> (On time and being)' 'concept of appropriation'
 'applied to acoustic experience']"
79836,"['ecology' 'acoustic ecology' 'soundmapping' 'sound art'
 'site-specific sound installations' 'Powell, Eric' '<Under living skies>'
 'Canada' 'Saskatchewan' 'Swede Lake' 'history' 'soundscape']"
80469,"['ecology' 'limnology'
 'basis of Charles Nichols <Sound of rivers: Stone drum>' 'animals'
 'stoneflies' 'navigation' 'performers--electric violin'
 'Nichols, Charles' 'visual and plastic arts' 'Bushnell, Amber Marjorie'
 'video art' 'used in Charles Nichols <Sound of rivers: Stone drum>'
 'choreographers' 'Browning, Nicole Bradley' 'works, choreography'
 'Gibbons, Mark' 'writings' 'poetry' 'performers--dance'
 'Herther, Allison' 'performances'
 'Charles Nichols <Sound of rivers: Stone drum>'
 'performers--dramatic arts' 'Kalm, Stephen' 'electronic music'
 '<Sound of rivers: Stone drum>']"
80691,"['ethnomusicology' 'ethnomusicology as discipline'
 'concept of musical heritage' 'viewed as wicked problem'
 'cultural studies' 'heritage studies' 'concept of musical ecology'
 'cultural policies' 'musical heritage' 'nature' 'ecology'
 'viewed as metaphor' 'relation to musical heritage']"
80712,"['soundscape' 'soundscape studies' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, I/2' 'silence' 'noise'
 'ecology' 'acoustic ecology']"
80713,"['soundscape' 'soundscape studies' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, I/2' 'silence' 'noise'
 'ecology' 'acoustic ecology']"
80714,['ecology' 'acoustic ecology' 'noise' 'public spaces']
80716,"['ecology' 'acoustic ecology' 'soundwalking' 'Brazil' 'Distrito Federal'
 'Brasília' 'Plano Piloto de Brasília' '1994' 'culture']"
80717,['ecology' 'acoustic communication' 'silence' 'soundscape']
80718,['ecology' 'acoustic communication' 'noise']
80719,"['ecology' 'acoustic ecology' 'relation to environmental psychology'
 'noise' 'psychology' 'environmental psychology' 'activism' 'politics']"
80720,"['ecology' 'acoustic ecology' 'soundwalking' 'Canada' 'Québec' 'Montréal'
 'Lachine Canal' 'sound recordings--by name' 'McCartney, Andra'
 'field recordings' 'culture' 'soundscape']"
80722,"['congresses, conferences, symposia' 'Canada' 'Ontario' 'Peterborough'
 'acoustic ecology' '2000' 'ecology' 'conferences']"
80727,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, I/1' 'listening'
 'soundscape' 'soundscape studies']"
80728,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, I/1' 'listening'
 'soundscape' 'soundscape studies']"
80729,"['ecology' 'acoustic ecology' 'acoustic ecology as discipline'
 'history and development' 'terminology' 'Schafer, R. Murray' 'writings'
 'Truax, Barry' 'discographies' 'soundscape recordings']"
80730,"['aesthetics' 'ecological aesthetics' 'acoustic atmospheres' 'acoustics'
 'ecology']"
80738,"['soundscape' 'soundscape recording' 'Canada' 'British Columbia'
 'Vancouver' 'Queen Elizabeth Park' '1997'
 'sound recording and reproduction' 'ecology' 'acoustic ecology'
 'soundwalking' 'McCartney, Andra' 'Westerkamp, Hildegard' 'life'
 'World Soundscape Project' 'academic institutions' 'Burnaby'
 'Simon Fraser University']"
80830,"['soundscape' 'environmental soundscapes' 'conferences' '2014' 'ecology'
 'acoustic ecology' 'animals' 'animal sounds'
 'congresses, conferences, symposia' 'Canada' 'Ontario' 'Waterloo'
 'festivals' 'Sound in the Land']"
80832,"['soundscape' 'environmental soundscapes' 'conferences' '2014' 'ecology'
 'acoustic ecology' 'animals' 'animal sounds'
 'congresses, conferences, symposia' 'Canada' 'Ontario' 'Waterloo'
 'festivals' 'Sound in the Land']"
80834,"['silence' 'listening' 'ecology' 'acoustic ecology' 'Earth' 'noise'
 'noise control']"
80835,"['Schafer, R. Murray' 'performances' '<The princess of the stars>'
 'Canada' 'Ontario' 'Columbia Lake' '2014' 'dramatic arts' 'music theater'
 '<Patria> cycle' 'ecology' 'environmental music theater' 'festivals'
 'Sound in the Land']"
80836,['ecology' 'acoustic ecology' 'listening']
80838,"['ecology' 'acoustic ecology' 'listening' 'ethics' 'ethics and morals'
 'Schafer, R. Murray' 'writings'
 '<The tuning of the world: Toward a theory of soundscape design>'
 'Truax, Barry'
 ""<The World Soundscape Project's handbook for acoustic ecology>""
 'societies, associations, fraternities, etc.--international'
 ""World Forum for Acoustic Ecology/Forum Mondial pour l'Ecologie Sonore""
 'societies, associations, fraternities, etc.--national'
 'United States of America' 'Midwest Society for Acoustic Ecology'
 'World Listening Project']"
80841,"['hymn' 'Mennonite Brethren' 'lange wies' 'melody' 'Mexico'
 'religious music' 'oral tradition' 'ecology' 'ecomusicology']"
80845,"['animals' 'animal sounds' 'cheetahs' 'lions' 'brown hyenas'
 'spotted hyenas' 'ecology' 'ecomusicology' 'Africa' 'Kalahari region']"
80858,"['Canada' 'Manitoba' 'Winnipeg' 'Mennonite people' 'politics'
 'environmentalism' 'Consumption Sabbath Tent Revival Meeting' '2012'
 'ecology' 'environmental activism' 'singing--by place'
 'religious institutions' 'Mennonite Church Canada']"
81052,"['bibliographies--by topic' 'acoustic ecology' 'ecology' 'bibliographies'
 'discographies' 'soundscape compositions']"
81068,"['ecology' 'acoustic ecology' 'bibliographies' 'bibliographies--by topic'
 'discographies' 'soundscape recordings']"
81854,"['sound studies' 'noise' 'urban areas' 'urban studies' 'futurism'
 'ecology' 'acoustic ecology' 'noise music' 'sound art']"
82413,"['Indonesia' 'Bali' 'gamelan music' 'tuning systems'
 'compared with winery terroir concept' 'gamelan and gamelan music'
 'temperament and tuning' 'drugs and alcohol' 'wine' 'wineries'
 'concept of terroir' 'compared with Balinese tuning systems' 'ecology'
 'sound ecology' 'Indigenous peoples'
 'relation to Balinese tuning systems']"
82483,"['ecology' 'acoustic ecology' 'social media' 'mass media' 'Internet'
 'listening']"
85670,"['ecology' 'acoustic ecology' 'soundwalking' 'politics' 'aesthetics'
 'listening']"
85671,"['ecology' 'acoustic ecology' 'soundwalking' 'Lambert, Leandra'
 'listening' 'Deep Listening' 'Brazil' 'Rio de Janeiro' 'culture']"
86564,"['sound studies' 'crisis' 'early 21st c.' 'ecology' 'economics' 'politics'
 'mass media']"
86565,"['congresses, conferences, symposia' 'France' 'Paris' 'sound ecology'
 '2013' 'ecology' 'conferences']"
86566,"['congresses, conferences, symposia' 'France' 'Paris' 'sound ecology'
 '2013' 'ecology' 'conferences']"
86567,"['Westerkamp, Hildegard' 'works' '<Beneath the forest floor>' 'soundscape'
 'soundscape compositions' 'ecology' 'acoustic ecology']"
86650,['ecology' 'sound ecology']
86831,"['Roth, Nick' 'works' '<Woodland heights>'
 'forest canopy ecology as subject' 'ecology' 'forest canopy ecology'
 'subject of Nick Roth <Woodland heights>']"
87198,"['ecology' 'ecoacoustics' 'equatorial rainforests'
 'Fragments of Extinction' 'sound art' 'environmental sound art'
 'Monacchi, David' 'nature']"
87765,"['musicology' 'musicology as discipline' 'ecomusicology'
 'ecological approach' 'ecology' 'ecocriticism' 'science'
 'environmental science' 'relation to ecomusicology' 'Mahler, Gustav'
 'works' 'relation to monism' 'Haeckel, Ernst' 'writings' 'monism'
 'influence on Mahler' 'Beethoven, Ludwig van' 'reception'
 'late 19th-early 20th c.' 'philosophy' 'natural sciences'
 'relation to Gustav Mahler' 'Goethe, Johann Wolfgang von' '<Faust> II'
 'relation to geoengineering' 'literature' 'environment' 'climate change'
 'geoengineering']"
87766,"['congresses, conferences, symposia' 'Australia' 'Queensland' 'Brisbane'
 'ecomusicology' '2013' 'ecology' 'conferences' 'musicology'
 'academic activities' 'ethnomusicology'
 'societies, associations, fraternities, etc.--international'
 'International Music Council (IMC)']"
87768,"['congresses, conferences, symposia' 'South Africa' 'Stellenbosch'
 'ecomusicology' '2013' 'ecology' 'conferences' 'musicology'
 'academic activities' 'ethnomusicology']"
87769,"['ecology' 'ecomusicology' '<The New York times>' '2013-14' 'periodicals'
 'bibliographies--by topic']"
87770,"['pedagogy--general' 'music education' 'college and university'
 'ecomusicology' 'Moodle' 'computer applications' 'ecology' 'pedagogy'
 'congresses, conferences, symposia' 'United States of America'
 'Pennsylvania' 'Pittsburgh' '2013' 'Hanley, Jason' 'interviews'
 'libraries, museums, collections' 'Ohio' 'Cleveland'
 'Rock and Roll Hall of Fame and Museum']"
88489,"['composition' 'Connors, Teresa' 'sound and audiovisual installations'
 'relation to ecology' 'creative process' 'mixed media' 'ecology'
 'soundscape ecology']"
88793,"['Indonesia' 'Jawa Barat' 'Bandung' 'popular music' 'keroncong'
 'sustainability' 'ecology' 'relation to pedagogy and performance'
 'academic institutions' 'Universitas Pendidikan Indonesia'
 'relation to keroncong and pedagogy' '1996-2015'
 'popular music--by place' 'popular music--by genre']"
