city,edition,sport,discipline,athlete,country_code,gender,event,event_gender,medal,result
Beijing,2008,hockey,Hockey,"SMABERS, Minke",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"VAN AS, Naomi",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"VAN GEENHUIZEN, Miek",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"WELTEN, Lidewij",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"CHEN, Qiuqi",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"CHEN, Zhaoxia",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"CHENG, Hui",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"FU, Baorong",CHN,Women,hockey,W,silver,2
,2008,hockey,Hockey,"GAO, Lihua",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"HUANG, Junxia",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"LI, Hongxia",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"LI, Shuang",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"MA, Yibo",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"PAN, Fengzhen",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"REN, Ye",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"SONG, Qingling",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"TANG, Chunling",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"ZHANG, Yimeng",CHN,Women,hockey,W,silver,2
Beijing,,hockey,Hockey,"ZHAO, Yudiao",CHN,Women,hockey,W,silver,2
Beijing,2008,hockey,Hockey,"ZHOU, Wanfeng",CHN,Women,hockey,W,silver,2
Beijing,2008,judo,Judo,"PARETO, Paula Belen",ARG,Women,- 48 kg,W,bronze,3
Beijing,2008,judo,Judo,"TANI, Ryoko",JPN,Women,- 48 kg,W,bronze,3
Beijing,2008,judo,Judo,"DUMITRU, Alina Alexandra",ROU,Women,- 48 kg,W,gold,1
Beijing,2008,judo,Judo,"BERMOY, Yanet",CUB,Women,- 48 kg,W,silver,2
Beijing,2008,judo,Judo,"HOUKES, Ruben",NED,Men,- 60 kg,M,bronze,3
Beijing,2008,judo,Judo,"SOBIROV, Rishod",UZB,Men,- 60 kg,M,bronze,3
Beijing,2008,judo,Judo,"CHOI, Minho",KOR,Men,- 60 kg,M,gold,1
Beijing,2008,judo,Judo,"PAISCHER, Ludwig",AUT,Men,- 60 kg,M,silver,2
Beijing,2008,judo,Judo,"BRAYSON, Oscar",CUB,Men,+ 100kg (heavyweight),M,bronze,3
Beijing,2008,judo,Judo,"RINER, Teddy",FRA,Men,+ 100kg (heavyweight),M,bronze,3
Beijing,2008,judo,Judo,"ISHII, Satoshi",JPN,Men,+ 100kg (heavyweight),M,gold,1
Beijing,2008,judo,Judo,"TANGRIEV, Abdullo",UZB,Men,+ 100kg (heavyweight),M,silver,2
Beijing,2008,judo,Judo,"ORTIZ, Idalys",CUB,Women,+ 78kg (heavyweight),W,bronze,3
Beijing,2008,judo,Judo,"POLAVDER, Lucija",SLO,Women,+ 78kg (heavyweight),W,bronze,3
Beijing,2008,judo,Judo,"TONG, Wen",CHN,Women,+ 78kg (heavyweight),W,gold,1
Beijing,2008,judo,Judo,"TSUKADA, Maki",JPN,Women,+ 78kg (heavyweight),W,silver,2
Beijing,2008,judo,Judo,"HADDAD, Soraya",ALG,Women,48 - 52kg (half-lightweight),W,bronze,3
Beijing,2008,judo,Judo,"NAKAMURA, Misato",JPN,Women,48 - 52kg (half-lightweight),W,bronze,3
Beijing,2008,judo,Judo,"XIAN, Dongmei",CHN,Women,48 - 52kg (half-lightweight),W,gold,1
Beijing,2008,judo,Judo,"AN, Kum Ae",PRK,Women,48 - 52kg (half-lightweight),W,silver,2
Beijing,2008,judo,Judo,"QUADROS, Ketleyn",BRA,Women,52 - 57kg (lightweight),W,bronze,3
Beijing,2008,judo,Judo,"XU, Yan",CHN,Women,52 - 57kg (lightweight),W,bronze,3
Beijing,2008,judo,Judo,"QUINTAVALLE, Giulia",ITA,Women,52 - 57kg (lightweight),W,gold,1
Beijing,2008,judo,Judo,"GRAVENSTIJN, Deborah",NED,Women,52 - 57kg (lightweight),W,silver,2
Beijing,2008,judo,Judo,"WILLEBOORDSE, Elisabeth",NED,Women,57 - 63kg (half-middleweight),W,bronze,3
Beijing,2008,judo,Judo,"WON, Ok Im",PRK,Women,57 - 63kg (half-middleweight),W,bronze,3
Beijing,2008,judo,Judo,"TANIMOTO, Ayumi",JPN,Women,57 - 63kg (half-middleweight),W,gold,1
Beijing,2008,judo,Judo,"DECOSSE, Lucie",FRA,Women,57 - 63kg (half-middleweight),W,silver,2
Beijing,2008,judo,Judo,"ARENCIBIA, Yordanis",CUB,Men,60 - 66kg (half-lightweight),M,bronze,3
Beijing,2008,judo,Judo,"PAK, Chol Min",PRK,Men,60 - 66kg (half-lightweight),M,bronze,3
Beijing,2008,judo,Judo,"UCHISHIBA, Masato",JPN,Men,60 - 66kg (half-lightweight),M,gold,1
Beijing,2008,judo,Judo,"DARBELET, Benjamin",FRA,Men,60 - 66kg (half-lightweight),M,silver,2
Beijing,2008,judo,Judo,"BOSCH, Edith",NED,Women,63 - 70kg (middleweight),W,bronze,3
Beijing,2008,judo,Judo,"ROUSEY, Ronda",USA,Women,63 - 70kg (middleweight),W,bronze,3
Beijing,2008,judo,Judo,"UENO, Masae",JPN,Women,63 - 70kg (middleweight),W,gold,1
Beijing,2008,judo,Judo,"HERNANDEZ, Anaysi",CUB,Women,63 - 70kg (middleweight),W,silver,2
Beijing,2008,judo,Judo,"BOQIEV, Rasul",TJK,Men,66 - 73kg (lightweight),M,bronze,3
Beijing,2008,judo,Judo,"GUILHEIRO, Leandro",BRA,Men,66 - 73kg (lightweight),M,bronze,3
Beijing,2008,judo,Judo,"MAMMADLI, Elnur",AZE,Men,66 - 73kg (lightweight),M,gold,1
Beijing,2008,judo,Judo,"WANG, Kichun",KOR,Men,66 - 73kg (lightweight),M,silver,2
Beijing,2008,judo,Judo,"JEONG, Gyeongmi",KOR,Women,70 - 78kg (half-heavyweight),W,bronze,3
Beijing,2008,judo,Judo,"POSSAMAI, Stephanie",FRA,Women,70 - 78kg (half-heavyweight),W,bronze,3
Beijing,2008,judo,Judo,"YANG, Xiuli",CHN,Women,70 - 78kg (half-heavyweight),W,gold,1
Beijing,2008,judo,Judo,"CASTILLO, Yalennis",CUB,Women,70 - 78kg (half-heavyweight),W,silver,2
Beijing,2008,judo,Judo,"CAMILO, Tiago",BRA,Men,73 - 81kg (half-middleweight),M,bronze,3
Beijing,2008,judo,Judo,"GONTIUK, Roman",UKR,Men,73 - 81kg (half-middleweight),M,bronze,3
Beijing,2008,judo,Judo,"BISCHOF, Ole",GER,Men,73 - 81kg (half-middleweight),M,gold,1
Beijing,,judo,Judo,"KIM, Jaebum",KOR,Men,73 - 81kg (half-middleweight),M,silver,2
Beijing,2008,judo,Judo,"ASCHWANDEN, Sergei",SUI,Men,81 - 90kg (middleweight),M,bronze,3
Beijing,2008,judo,Judo,"MESBAH, Hesham",EGY,Men,81 - 90kg (middleweight),M,bronze,3
Beijing,2008,judo,Judo,"TSIREKIDZE, Irakli",GEO,Men,81 - 90kg (middleweight),M,gold,1
Beijing,2008,judo,Judo,"BENIKHLEF, Amar",ALG,Men,81 - 90kg (middleweight),M,silver,2
Beijing,2008,judo,Judo,"GROL, Henk",NED,Men,90 - 100kg (half-heavyweight),M,bronze,3
Beijing,2008,judo,Judo,"MIRALIYEV, Movlud",AZE,Men,90 - 100kg (half-heavyweight),M,bronze,3
Beijing,2008,judo,Judo,"NAIDAN, Tuvshinbayar",MGL,Men,90 - 100kg (half-heavyweight),M,gold,1
Beijing,2008,judo,Judo,"ZHITKEYEV, Askhat",KAZ,Men,90 - 100kg (half-heavyweight),M,silver,2
Beijing,2008,modern pentathlon,Modern Pentath.,"ZADNEPROVSKIS, Andrejus",LTU,Men,Individual competition,M,bronze,3
Beijing,2008,modern pentathlon,Modern Pentath.,"MOISEEV, Andrey",RUS,Men,Individual competition,M,gold,1
Beijing,2008,modern pentathlon,Modern Pentath.,"KRUNGOLCAS, Edvinas",LTU,Men,Individual competition,M,silver,2
Beijing,2008,modern pentathlon,Modern Pentath.,"TERESHUK, Victoria",UKR,Women,Individual competition,W,bronze,3
Beijing,2008,modern pentathlon,Modern Pentath.,"SCHONEBORN, Lena",GER,Women,Individual competition,W,gold,1
Beijing,2008,modern pentathlon,Modern Pentath.,"FELL, Heather",GBR,Women,Individual competition,W,silver,2
Beijing,2008,rowing,Rowing,"BRIDGEWATER, George",NZL,Men,coxless pair (2-),M,bronze,3
Beijing,2008,rowing,Rowing,"TWADDLE, Nathan",NZL,Men,coxless pair (2-),M,bronze,3
Beijing,2008,rowing,Rowing,"FREE, Duncan",AUS,Men,coxless pair (2-),M,gold,1
Beijing,,rowing,Rowing,"GINN, Drew",AUS,Men,coxless pair (2-),M,gold,1
Beijing,2008,rowing,Rowing,"CALDER, David",CAN,Men,coxless pair (2-),M,silver,2
Beijing,2008,rowing,Rowing,"FRANDSEN, Scott",CAN,Men,coxless pair (2-),M,silver,2
Beijing,2008,rowing,Rowing,"ROWBOTHAM, Stephen",GBR,Men,double sculls (2x),M,bronze,3
Beijing,2008,rowing,Rowing,"WELLS, Matthew",GBR,Men,double sculls (2x),M,bronze,3
Beijing,2008,rowing,Rowing,"BRENNAN, Scott",AUS,Men,double sculls (2x),M,gold,1
Beijing,2008,rowing,Rowing,"CRAWSHAY, David",AUS,Men,double sculls (2x),M,gold,1
Beijing,2008,rowing,Rowing,"ENDREKSON, Tonu",EST,Men,double sculls (2x),M,silver,2
Beijing,2008,rowing,Rowing,"JAANSON, Juri",EST,Men,double sculls (2x),M,silver,2
Beijing,2008,rowing,Rowing,"BEBINGTON, Anna",GBR,Women,double sculls (2x),W,bronze,3
Beijing,2008,rowing,Rowing,"LAVERICK, Elise",GBR,Women,double sculls (2x),W,bronze,3
Beijing,2008,rowing,Rowing,"EVERS-SWINDELL, Caroline",NZL,Women,double sculls (2x),W,gold,1
Beijing,2008,rowing,Rowing,"EVERS-SWINDELL, Georgina",NZL,Women,double sculls (2x),W,gold,1
Beijing,2008,rowing,Rowing,"HUTH, Christiane",GER,Women,double sculls (2x),W,silver,2
Beijing,2008,rowing,Rowing,"THIELE, Annekatrin",GER,Women,double sculls (2x),W,silver,2
Beijing,2008,rowing,Rowing,"ALLEN, Wyatt",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"BOYD, Micah",USA,Men,eight with coxswain (8+),M,bronze,3
,2008,rowing,Rowing,"COPPOLA, Steven",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"HOOPMAN, Beau",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"INMAN, Josh",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"MC ELHENNEY, Marcus",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"SCHNOBRICH, Matt",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"VOLPENHEIN, Bryan",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"WALSH, Daniel",USA,Men,eight with coxswain (8+),M,bronze,3
Beijing,2008,rowing,Rowing,"BYRNES, Andrew",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"HAMILTON, Kyle",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"HOWARD, Malcolm",CAN,Men,eight with coxswain (8+),M,gold,1
,2008,rowing,Rowing,"KREEK, Adam",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"LIGHT, Kevin",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"PRICE, Brian",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"RUTLEDGE, Ben",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"SEITERLE, Dominic",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"WETZEL, Jake",CAN,Men,eight with coxswain (8+),M,gold,1
Beijing,2008,rowing,Rowing,"EGINGTON, Richard",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"HEATHCOTE, Alastair",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"LANGRIDGE, Matt",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"LUCY, Tom",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"NETHERCOTT, Acer",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"PARTRIDGE, Alex",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"SMITH, Colin",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"STALLARD, Tom",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"WEST, Josh",GBR,Men,eight with coxswain (8+),M,silver,2
Beijing,2008,rowing,Rowing,"ANDRUNACHE, Georgeta",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"BARABAS, Eniko",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"BURCICA, Constanta",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"GEORGESCU, Elena",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"IGNAT, Doina",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"MUSAT, Simona Dumitrita",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"PAPUC, Ioana Cristina",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"SERBAN, Rodica Maria",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"SUSANU, Viorica",ROU,Women,eight with coxswain (8+),W,bronze,3
Beijing,2008,rowing,Rowing,"CAFARO, Erin",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"CUMMINS, Anne",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"DAVIES, Caryn",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"FRANCIA, Susan",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"GOODALE, Anna",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"LIND, Caroline",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"LOGAN, Elle",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"SHOOP, Lindsay",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"WHIPPLE, Mary",USA,Women,eight with coxswain (8+),W,gold,1
Beijing,2008,rowing,Rowing,"DE HAAN, Annemiek",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"DEKKER, Femke",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"KINGMA, Nienke",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"REPELAER VAN DRIEL, Roline",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"SIEGELAAR, Sarah",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"SMULDERS, Marlies",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"TANGER, Helen",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"VAN RUMPT, Annemarieke",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"WORKEL, Ester",NED,Women,eight with coxswain (8+),W,silver,2
Beijing,2008,rowing,Rowing,"CHARDIN, Germain",FRA,Men,four without coxswain (4-),M,bronze,3
Beijing,2008,rowing,Rowing,"DESPRES, Julien",FRA,Men,four without coxswain (4-),M,bronze,3
Beijing,,rowing,Rowing,"MORTELETTE, Dorian",FRA,Men,four without coxswain (4-),M,bronze,3
Beijing,2008,rowing,Rowing,"RONDEAU, Benjamin",FRA,Men,four without coxswain (4-),M,bronze,3
Beijing,2008,rowing,Rowing,"JAMES, Tom",GBR,Men,four without coxswain (4-),M,gold,1
Beijing,2008,rowing,Rowing,"REED, Pete",GBR,Men,four without coxswain (4-),M,gold,1
Beijing,2008,rowing,Rowing,"TRIGGS HODGE, Andrew",GBR,Men,four without coxswain (4-),M,gold,1
Beijing,2008,rowing,Rowing,"WILLIAMS, Steve",GBR,Men,four without coxswain (4-),M,gold,1
Beijing,2008,rowing,Rowing,"HEGERTY, Francis",AUS,Men,four without coxswain (4-),M,silver,2
Beijing,2008,rowing,Rowing,"MARBURG, James",AUS,Men,four without coxswain (4-),M,silver,2
Beijing,2008,rowing,Rowing,"MCKENZIE-MCHARG, Cameron",AUS,Men,four without coxswain (4-),M,silver,2
Beijing,2008,rowing,Rowing,"RYAN, Matt",AUS,Men,four without coxswain (4-),M,silver,2
Beijing,2008,rowing,Rowing,"BEARE, Jon",CAN,Men,lightweight coxless four (4-),M,bronze,3
Beijing,2008,rowing,Rowing,"BRAMBELL, Iain",CAN,Men,lightweight coxless four (4-),M,bronze,3
Beijing,2008,rowing,Rowing,"LEWIS, Mike",CAN,Men,lightweight coxless four (4-),M,bronze,3
Beijing,2008,rowing,Rowing,"PARSONS, Liam",CAN,Men,lightweight coxless four (4-),M,bronze,3
Beijing,2008,rowing,Rowing,"ANDERSEN, Mads Christian Kruse",DEN,Men,lightweight coxless four (4-),M,gold,1
Beijing,2008,rowing,Rowing,"EBBESEN, Eskild Balschmidt",DEN,Men,lightweight coxless four (4-),M,gold,1
Beijing,2008,rowing,Rowing,"EBERT, Thomas",DEN,Men,lightweight coxless four (4-),M,gold,1
Beijing,2008,rowing,Rowing,"JOERGENSEN, Morten",DEN,Men,lightweight coxless four (4-),M,gold,1
Beijing,2008,rowing,Rowing,"BERNATAJTYS, Milosz",POL,Men,lightweight coxless four (4-),M,silver,2
Beijing,2008,rowing,Rowing,"PAWELCZAK, Bartlomiej",POL,Men,lightweight coxless four (4-),M,silver,2
Beijing,2008,rowing,Rowing,"PAWLOWSKI, Lukasz",POL,Men,lightweight coxless four (4-),M,silver,2
Beijing,2008,rowing,Rowing,"RANDA, Pawel",POL,Men,lightweight coxless four (4-),M,silver,2
Beijing,2008,rowing,Rowing,"HANSEN, Rasmus Nicholai Quist",DEN,Men,lightweight double sculls (2x),M,bronze,3
Beijing,2008,rowing,Rowing,"RASMUSSEN, Mads Reinholdt",DEN,Men,lightweight double sculls (2x),M,bronze,3
Beijing,2008,rowing,Rowing,"HUNTER, Mark",GBR,Men,lightweight double sculls (2x),M,gold,1
Beijing,2008,rowing,Rowing,"PURCHASE, Zac",GBR,Men,lightweight double sculls (2x),M,gold,1
Beijing,2008,rowing,Rowing,"MOUGIOS, Dimitrios",GRE,Men,lightweight double sculls (2x),M,silver,2
Beijing,2008,rowing,Rowing,"POLYMEROS, Vasileios",GRE,Men,lightweight double sculls (2x),M,silver,2
Beijing,2008,rowing,Rowing,"CAMERON, Tracy",CAN,Women,lightweight double sculls (2x),W,bronze,3
Beijing,2008,rowing,Rowing,"KOK, Melanie",CAN,Women,lightweight double sculls (2x),W,bronze,3
Beijing,2008,rowing,Rowing,"VAN DER KOLK, Kirsten",NED,Women,lightweight double sculls (2x),W,gold,1
Beijing,2008,rowing,Rowing,"VAN EUPEN, Marit",NED,Women,lightweight double sculls (2x),W,gold,1
Beijing,2008,rowing,Rowing,"NIEMINEN, Minna",FIN,Women,lightweight double sculls (2x),W,silver,2
Beijing,2008,rowing,Rowing,"STEN, Sanna",FIN,Women,lightweight double sculls (2x),W,silver,2
Beijing,2008,rowing,Rowing,"BICHYK, Yuliya",BLR,Women,pair without coxswain (2-),W,bronze,3
Beijing,2008,rowing,Rowing,"HELAKH, Natallia",BLR,Women,pair without coxswain (2-),W,bronze,3
Beijing,2008,rowing,Rowing,"ANDRUNACHE, Georgeta",ROU,Women,pair without coxswain (2-),W,gold,1
Beijing,2008,rowing,Rowing,"SUSANU, Viorica",ROU,Women,pair without coxswain (2-),W,gold,1
Beijing,2008,rowing,Rowing,"GAO, Yulan",CHN,Women,pair without coxswain (2-),W,silver,2
Beijing,2008,rowing,Rowing,"WU, You",CHN,Women,pair without coxswain (2-),W,silver,2
Beijing,2008,rowing,Rowing,"BAHAIN, Julien",FRA,Men,quadruple sculls without coxswain (4x),M,bronze,3
Beijing,2008,rowing,Rowing,"BERREST, Cedric",FRA,Men,quadruple sculls without coxswain (4x),M,bronze,3
Beijing,2008,rowing,Rowing,"COEFFIC, Jonathan",FRA,Men,quadruple sculls without coxswain (4x),M,bronze,3
Beijing,2008,rowing,Rowing,"PELTIER, Pierre-Jean",FRA,Men,quadruple sculls without coxswain (4x),M,bronze,3
Beijing,2008,rowing,Rowing,"JELINSKI, Michal",POL,Men,quadruple sculls without coxswain (4x),M,gold,1
Beijing,2008,rowing,Rowing,"KOLBOWICZ, Marek",POL,Men,quadruple sculls without coxswain (4x),M,gold,1
Beijing,2008,rowing,Rowing,"KOROL, Adam",POL,Men,quadruple sculls without coxswain (4x),M,gold,1
Beijing,2008,rowing,Rowing,"WASIELEWSKI, Konrad",POL,Men,quadruple sculls without coxswain (4x),M,gold,1
Beijing,2008,rowing,Rowing,"AGAMENNONI, Luca",ITA,Men,quadruple sculls without coxswain (4x),M,silver,2
Beijing,2008,rowing,Rowing,"GALTAROSSA, Rossano",ITA,Men,quadruple sculls without coxswain (4x),M,silver,2
Beijing,2008,rowing,Rowing,"RAINERI, Simone",ITA,Men,quadruple sculls without coxswain (4x),M,silver,2
Beijing,2008,rowing,Rowing,"VENIER, Simone",ITA,Men,quadruple sculls without coxswain (4x),M,silver,2
Beijing,2008,rowing,Rowing,"BORON, Kathrin",GER,Women,quadruple sculls without coxswain (4x),W,bronze,3
Beijing,2008,rowing,Rowing,"LUTZE, Manuela",GER,Women,quadruple sculls without coxswain (4x),W,bronze,3
Beijing,2008,rowing,Rowing,"OPPELT, Britta",GER,Women,quadruple sculls without coxswain (4x),W,bronze,3
Beijing,2008,rowing,Rowing,"SCHILLER, Stephanie",GER,Women,quadruple sculls without coxswain (4x),W,bronze,3
Beijing,2008,rowing,Rowing,"JIN, Ziwei",CHN,Women,quadruple sculls without coxswain (4x),W,gold,1
Beijing,2008,rowing,Rowing,"TANG, Bin",CHN,Women,quadruple sculls without coxswain (4x),W,gold,1
Beijing,2008,rowing,Rowing,"XI, Aihua",CHN,Women,quadruple sculls without coxswain (4x),W,gold,1
Beijing,2008,rowing,Rowing,"ZHANG, Yangyang",CHN,Women,quadruple sculls without coxswain (4x),W,gold,1
Beijing,2008,rowing,Rowing,"FLOOD, Debbie",GBR,Women,quadruple sculls without coxswain (4x),W,silver,2
Beijing,2008,rowing,Rowing,"GRAINGER, Katherine",GBR,Women,quadruple sculls without coxswain (4x),W,silver,2
Beijing,2008,rowing,Rowing,"HOUGHTON, Frances",GBR,Women,quadruple sculls without coxswain (4x),W,silver,2
Beijing,2008,rowing,Rowing,"VERNON, Annie",GBR,Women,quadruple sculls without coxswain (4x),W,silver,2
Beijing,2008,rowing,Rowing,"DRYSDALE, Mahe",NZL,Men,single sculls (1x),M,bronze,3
Beijing,2008,rowing,Rowing,"TUFTE, Olaf",NOR,Men,single sculls (1x),M,gold,1
Beijing,2008,rowing,Rowing,"SYNEK, Ondrej",CZE,Men,single sculls (1x),M,silver,2
Beijing,2008,rowing,Rowing,"KARSTEN, Ekaterina",BLR,Women,single sculls (1x),W,bronze,3
Beijing,2008,rowing,Rowing,"NEYKOVA, Rumyana",BUL,Women,single sculls (1x),W,gold,1
Beijing,2008,rowing,Rowing,"GUERETTE, Michelle",USA,Women,single sculls (1x),W,silver,2
Beijing,2008,sailing,Sailing,"BAUSSET, Olivier",FRA,Men,470 - Two Person Dinghy,M,bronze,3
Beijing,2008,sailing,Sailing,"CHARBONNIER, Nicolas",FRA,Men,470 - Two Person Dinghy,M,bronze,3
Beijing,2008,sailing,Sailing,"PAGE, Malcolm",AUS,Men,470 - Two Person Dinghy,M,gold,1
Beijing,2008,sailing,Sailing,"WILMOT, Nathan",AUS,Men,470 - Two Person Dinghy,M,gold,1
Beijing,2008,sailing,Sailing,"GLANFIELD, Joe",GBR,Men,470 - Two Person Dinghy,M,silver,2
Beijing,2008,sailing,Sailing,"ROGERS, Nick",GBR,Men,470 - Two Person Dinghy,M,silver,2
Beijing,2008,sailing,Sailing,"OLIVEIRA, Fernanda",BRA,Women,470 - Two Person Dinghy,W,bronze,3
Beijing,2008,sailing,Sailing,"SWAN, Isabel",BRA,Women,470 - Two Person Dinghy,W,bronze,3
Beijing,2008,sailing,Sailing,"PARKINSON, Tessa",AUS,Women,470 - Two Person Dinghy,W,gold,1
Beijing,2008,sailing,Sailing,"RECHICHI, Elise",AUS,Women,470 - Two Person Dinghy,W,gold,1
Beijing,2008,sailing,Sailing,"BERKHOUT, Lobke",NED,Women,470 - Two Person Dinghy,W,silver,2
Beijing,2008,sailing,Sailing,"DE KONING, Marcelien",NED,Women,470 - Two Person Dinghy,W,silver,2
Beijing,2008,sailing,Sailing,"PECKOLT, Hannes",GER,Men,49er - Skiff,X,bronze,3
Beijing,2008,sailing,Sailing,"PECKOLT, Jan Peter",GER,Men,49er - Skiff,X,bronze,3
Beijing,2008,sailing,Sailing,"IBSEN, Martin Kirketerp",DEN,Men,49er - Skiff,X,gold,1
Beijing,2008,sailing,Sailing,"WARRER, Jonas",DEN,Men,49er - Skiff,X,gold,1
Beijing,2008,sailing,Sailing,"FERNANDEZ, Xabier",ESP,Men,49er - Skiff,X,silver,2
Beijing,2008,sailing,Sailing,"MARTINEZ DE LIZARDUY, Iker",ESP,Men,49er - Skiff,X,silver,2
Beijing,2008,sailing,Sailing,"FLORENT, Guillaume",FRA,Men,Finn - Heavyweight Dinghy,X,bronze,3
Beijing,2008,sailing,Sailing,"AINSLIE, Ben",GBR,Men,Finn - Heavyweight Dinghy,X,gold,1
Beijing,2008,sailing,Sailing,"RAILEY, Zach",USA,Men,Finn - Heavyweight Dinghy,X,silver,2
Beijing,2008,sailing,Sailing,"ROMERO, Diego",ITA,Men,Laser - One Person Dinghy,M,bronze,3
Beijing,2008,sailing,Sailing,"GOODISON, Paul",GBR,Men,Laser - One Person Dinghy,M,gold,1
Beijing,2008,sailing,Sailing,"ZBOGAR, Vasilij",SLO,Men,Laser - One Person Dinghy,M,silver,2
Beijing,2008,sailing,Sailing,"XU, Lijia",CHN,Women,Laser Radial - One Person Dinghy,W,bronze,3
Beijing,2008,sailing,Sailing,"TUNNICLIFFE, Anna",USA,Women,Laser Radial - One Person Dinghy,W,gold,1
Beijing,2008,sailing,Sailing,"VOLUNGEVICIUTE, Gintare",LTU,Women,Laser Radial - One Person Dinghy,W,silver,2
Beijing,2008,sailing,Sailing,"ZUBARI, Shahar",ISR,Men,RS:X - Windsurfer,M,bronze,3
